reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,5.306291392769887
8,0,1,1,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,4.166389299751209
8,3,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,9.075999024079946
4,5,3,1,50,0.98,6,0,1,m,m1~19-v1.tif,f3~39-v1.tif,5.697082337066987
4,4,4,1,50,0.98,6,0,0,f,m1~17-v1.tif,f1~15-v1.tif,5.647344195858249
3,1,5,1,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,8.444262455770616
2,3,6,1,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,4.075678083905259
4,6,7,1,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,9.68715535772614
5,6,8,1,50,0.98,6,0,1,m,m4~42-v1.tif,f5~52-v1.tif,4.683003201860374
2,9,9,1,50,0.98,6,0,7,m,m5~52-v1.tif,f5~54-v1.tif,4.206533019537993
5,11,10,1,50,0.98,6,0,6,m,m1~15-v1.tif,f5~56-v1.tif,4.451039854013434
6,11,11,1,50,0.98,6,0,5,m,m5~56-v1.tif,f3~36-v1.tif,6.295777365852167
5,8,12,1,50,0.98,6,0,3,m,m1~18-v1.tif,f4~46-v1.tif,7.9117634577340885
4,7,13,1,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,4.476331198569306
2,5,14,1,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,6.629000704309487
2,2,15,1,50,0.98,6,0,0,f,m3~32-v1.tif,f5~51-v1.tif,4.067110063399952
4,4,16,1,50,0.98,6,0,0,f,m2~26-v1.tif,f4~41-v1.tif,5.639230043209901
3,4,17,1,50,0.98,6,0,1,m,m3~32-v1.tif,f2~23-v1.tif,4.077710330814535
5,6,18,1,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,4.875435713872829
7,5,19,1,50,0.98,6,0,-2,f,m1~13-v1.tif,f5~56-v1.tif,4.2951546040463
8,5,20,1,50,0.98,6,0,-3,f,m5~54-v1.tif,f1~13-v1.tif,4.9869709378129965
9,5,21,1,50,0.98,6,0,-4,f,m3~35-v1.tif,f2~21-v1.tif,6.7469081003013285
