reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.459530426587147
8,2,1,1,50,0.98,6,0,-6,f,m2~21-v1.tif,f5~54-v1.tif,6.163359110162815
8,-1,2,1,50,0.98,6,0,-9,f,m2~27-v1.tif,f1~12-v1.tif,4.4009411153373685
8,0,3,1,50,0.98,6,0,-8,f,m1~19-v1.tif,f3~39-v1.tif,5.341134958966881
8,2,4,1,50,0.98,6,0,-6,f,m1~17-v1.tif,f1~15-v1.tif,5.524387810872083
9,1,5,1,50,0.98,6,0,-8,f,m3~36-v1.tif,f3~36-v1.tif,4.433067015474048
8,1,6,1,50,0.98,6,0,-7,f,m2~210-v1.tif,f2~23-v1.tif,7.825799055109453
6,3,7,1,50,0.98,6,0,-3,f,m4~49-v1.tif,f3~32-v1.tif,4.780889331794158
6,2,8,1,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,7.888197091146761
6,2,9,1,50,0.98,6,0,-4,f,m5~52-v1.tif,f5~54-v1.tif,4.322408161934604
6,1,10,1,50,0.98,6,0,-5,f,m1~15-v1.tif,f5~56-v1.tif,6.288777797644276
2,3,11,1,50,0.98,6,0,1,m,m5~56-v1.tif,f3~36-v1.tif,6.965114396189234
1,6,12,1,50,0.98,6,0,5,m,m1~18-v1.tif,f4~46-v1.tif,5.332769501395649
1,5,13,1,50,0.98,6,0,4,m,m5~54-v1.tif,f5~54-v1.tif,4.0772128644759515
1,5,14,1,50,0.98,6,0,4,m,m5~52-v1.tif,f1~14-v1.tif,4.797608300335119
5,6,15,1,50,0.98,6,0,1,m,m3~32-v1.tif,f5~51-v1.tif,6.21149120651679
1,4,16,1,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,6.453621654572519
3,5,17,1,50,0.98,6,0,2,m,m3~32-v1.tif,f2~23-v1.tif,5.868308413193507
5,5,18,1,50,0.98,6,0,0,f,m4~41-v1.tif,f4~42-v1.tif,9.001765898083317
7,5,19,1,50,0.98,6,0,-2,f,m1~13-v1.tif,f5~56-v1.tif,5.21532645688065
6,6,20,1,50,0.98,6,0,0,f,m5~54-v1.tif,f1~13-v1.tif,5.766525077369829
10,5,21,1,50,0.98,6,0,-5,f,m3~35-v1.tif,f2~21-v1.tif,6.573073903028227
10,6,22,1,50,0.98,6,0,-4,f,m3~33-v1.tif,f2~22-v1.tif,6.588132469839534
7,7,23,1,50,0.98,6,0,0,f,m1~16-v1.tif,f3~39-v1.tif,7.039746996009441
8,5,24,1,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~21-v1.tif,5.7537068840194605
9,5,25,1,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,5.115380807831956
7,7,26,1,50,0.98,6,0,0,f,m3~33-v1.tif,f3~33-v1.tif,5.460098156694766
7,8,27,1,50,0.98,6,0,1,m,m2~24-v1.tif,f4~46-v1.tif,4.195636586473013
3,10,28,1,50,0.98,6,0,7,m,m1~19-v1.tif,f1~11-v1.tif,8.759775245384064
