reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,5.611653334026689
5,2,1,1,50,0.98,6,0,-3,f,m2~21-v1.tif,f5~54-v1.tif,5.8452414167986735
6,1,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,9.191954059527351
5,0,3,1,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~39-v1.tif,8.824703005519387
3,2,4,1,50,0.98,6,0,-1,f,m1~17-v1.tif,f1~15-v1.tif,5.667604840209719
3,6,5,1,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,5.3253475564274675
4,9,6,1,50,0.98,6,0,5,m,m2~210-v1.tif,f2~23-v1.tif,5.980814668920656
5,7,7,1,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,5.281041531199904
1,4,8,1,50,0.98,6,0,3,m,m4~42-v1.tif,f5~52-v1.tif,7.7717378627631515
2,1,9,1,50,0.98,6,0,-1,f,m5~52-v1.tif,f5~54-v1.tif,4.3081659502699505
4,1,10,1,50,0.98,6,0,-3,f,m1~15-v1.tif,f5~56-v1.tif,7.188271059412806
8,0,11,1,50,0.98,6,0,-8,f,m5~56-v1.tif,f3~36-v1.tif,4.326150889186932
5,2,12,1,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,4.3664403310327256
2,3,13,1,50,0.98,6,0,1,m,m5~54-v1.tif,f5~54-v1.tif,4.504847366118786
0,0,14,1,50,0.98,6,0,0,f,m5~52-v1.tif,f1~14-v1.tif,4.016471497456246
5,-1,15,1,50,0.98,6,0,-6,f,m3~32-v1.tif,f5~51-v1.tif,8.74426505997786
3,3,16,1,50,0.98,6,0,0,f,m2~26-v1.tif,f4~41-v1.tif,5.765158378691585
4,3,17,1,50,0.98,6,0,-1,f,m3~32-v1.tif,f2~23-v1.tif,5.318612469991625
3,4,18,1,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,6.240713967651633
4,3,19,1,50,0.98,6,0,-1,f,m1~13-v1.tif,f5~56-v1.tif,4.09325762984102
2,4,20,1,50,0.98,6,0,2,m,m5~54-v1.tif,f1~13-v1.tif,5.3478570367602
3,4,21,1,50,0.98,6,0,1,m,m3~35-v1.tif,f2~21-v1.tif,4.4460193638063386
3,1,22,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~22-v1.tif,4.235459054621052
3,2,23,1,50,0.98,6,0,-1,f,m1~16-v1.tif,f3~39-v1.tif,5.920262166481395
4,3,24,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~21-v1.tif,4.10768557106164
4,2,25,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,5.95112490154245
