reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.287146571349053
7,2,1,1,50,0.98,6,0,-5,f,m2~21-v1.tif,f5~54-v1.tif,4.06557482483405
4,-1,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,7.245637779095484
2,1,3,1,50,0.98,6,0,-1,f,m1~19-v1.tif,f3~39-v1.tif,4.181382136230017
5,2,4,1,50,0.98,6,0,-3,f,m1~17-v1.tif,f1~15-v1.tif,8.705315484066457
2,4,5,1,50,0.98,6,0,2,m,m3~36-v1.tif,f3~36-v1.tif,4.178557864239494
0,1,6,1,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,6.9753371849065235
2,3,7,1,50,0.98,6,0,1,m,m4~49-v1.tif,f3~32-v1.tif,6.215504136232665
3,4,8,1,50,0.98,6,0,1,m,m4~42-v1.tif,f5~52-v1.tif,7.151841747560361
5,6,9,1,50,0.98,6,0,1,m,m5~52-v1.tif,f5~54-v1.tif,5.898391746033877
5,8,10,1,50,0.98,6,0,3,m,m1~15-v1.tif,f5~56-v1.tif,4.364078796421775
4,9,11,1,50,0.98,6,0,5,m,m5~56-v1.tif,f3~36-v1.tif,4.674640692249405
-1,9,12,1,50,0.98,6,0,10,m,m1~18-v1.tif,f4~46-v1.tif,4.097482372163408
1,5,13,1,50,0.98,6,0,4,m,m5~54-v1.tif,f5~54-v1.tif,4.27531802414531
2,7,14,1,50,0.98,6,0,5,m,m5~52-v1.tif,f1~14-v1.tif,5.5557185932809965
0,5,15,1,50,0.98,6,0,5,m,m3~32-v1.tif,f5~51-v1.tif,4.822070327538535
-1,4,16,1,50,0.98,6,0,5,m,m2~26-v1.tif,f4~41-v1.tif,5.018801379035086
4,7,17,1,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,4.977578770697821
2,8,18,1,50,0.98,6,0,6,m,m4~41-v1.tif,f4~42-v1.tif,5.274877553334557
2,8,19,1,50,0.98,6,0,6,m,m1~13-v1.tif,f5~56-v1.tif,5.258024923250556
4,9,20,1,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,7.091315684944959
1,10,21,1,50,0.98,6,0,9,m,m3~35-v1.tif,f2~21-v1.tif,9.512210999872089
2,11,22,1,50,0.98,6,0,9,m,m3~33-v1.tif,f2~22-v1.tif,4.742084686999236
0,9,23,1,50,0.98,6,0,9,m,m1~16-v1.tif,f3~39-v1.tif,5.4290848787930255
5,8,24,1,50,0.98,6,0,3,m,m3~33-v1.tif,f2~21-v1.tif,7.6064855287257505
3,3,25,1,50,0.98,6,0,0,f,m1~18-v1.tif,f3~38-v1.tif,9.145662997111359
4,0,26,1,50,0.98,6,0,-4,f,m3~33-v1.tif,f3~33-v1.tif,7.48129606874808
6,0,27,1,50,0.98,6,0,-6,f,m2~24-v1.tif,f4~46-v1.tif,5.166312257103312
4,0,28,1,50,0.98,6,0,-4,f,m1~19-v1.tif,f1~11-v1.tif,4.234004400585282
3,2,29,1,50,0.98,6,0,-1,f,m3~35-v1.tif,f1~13-v1.tif,5.863857831792827
5,3,30,1,50,0.98,6,0,-2,f,m4~43-v1.tif,f5~57-v1.tif,4.554404678916971
5,2,31,1,50,0.98,6,0,-3,f,m1~12-v1.tif,f3~38-v1.tif,6.340975092029071
10,-1,32,1,50,0.98,6,0,-11,f,m4~46-v1.tif,f5~57-v1.tif,8.622517622084958
10,-3,33,1,50,0.98,6,0,-13,f,m3~36-v1.tif,f3~36-v1.tif,7.082020369360077
9,-4,34,1,50,0.98,6,0,-13,f,m5~53-v1.tif,f4~44-v1.tif,7.212275744781973
7,-3,35,1,50,0.98,6,0,-10,f,m4~48-v1.tif,f3~35-v1.tif,4.0392009267707465
5,0,36,1,50,0.98,6,0,-5,f,m2~24-v1.tif,f2~21-v1.tif,5.543624701388037
5,1,37,1,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,4.560140270441479
5,2,38,1,50,0.98,6,0,-3,f,m2~29-v1.tif,f3~36-v1.tif,4.361891155031568
6,1,39,1,50,0.98,6,0,-5,f,m5~54-v1.tif,f3~31-v1.tif,4.7594379200692725
6,2,40,1,50,0.98,6,0,-4,f,m5~56-v1.tif,f3~39-v1.tif,4.69437234858754
8,4,41,1,50,0.98,6,0,-4,f,m3~34-v1.tif,f5~55-v1.tif,4.781598665724441
6,6,42,1,50,0.98,6,0,0,f,m3~33-v1.tif,f3~34-v1.tif,8.280418198442362
11,10,43,1,50,0.98,6,0,-1,f,m2~27-v1.tif,f5~54-v1.tif,6.074177398711161
