reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,4.958395511519341
9,0,1,2,50,0.98,6,0,-9,f,m2~21-v1.tif,f5~54-v1.tif,7.028014179181547
8,4,2,2,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,4.182311035597456
6,2,3,2,50,0.98,6,0,-4,f,m1~19-v1.tif,f3~39-v1.tif,4.610074431936012
6,2,4,2,50,0.98,6,0,-4,f,m1~17-v1.tif,f1~15-v1.tif,5.209366131932719
5,2,5,2,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,4.690876095570209
3,4,6,2,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,5.067652718162335
6,6,7,2,50,0.98,6,0,0,f,m4~49-v1.tif,f3~32-v1.tif,5.405511918031601
8,5,8,2,50,0.98,6,0,-3,f,m4~42-v1.tif,f5~52-v1.tif,6.274747523162624
10,6,9,2,50,0.98,6,0,-4,f,m5~52-v1.tif,f5~54-v1.tif,8.319282764203585
6,8,10,2,50,0.98,6,0,2,m,m1~15-v1.tif,f5~56-v1.tif,4.6273393106638165
4,6,11,2,50,0.98,6,0,2,m,m5~56-v1.tif,f3~36-v1.tif,4.183588993880054
3,3,12,2,50,0.98,6,0,0,f,m1~18-v1.tif,f4~46-v1.tif,7.205397455985761
2,2,13,2,50,0.98,6,0,0,f,m5~54-v1.tif,f5~54-v1.tif,4.431612377672899
1,4,14,2,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,4.972589936804017
3,6,15,2,50,0.98,6,0,3,m,m3~32-v1.tif,f5~51-v1.tif,4.202241461799372
3,3,16,2,50,0.98,6,0,0,f,m2~26-v1.tif,f4~41-v1.tif,4.066992789756025
5,2,17,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f2~23-v1.tif,5.71575014447986
9,3,18,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f4~42-v1.tif,7.399703249610364
7,2,19,2,50,0.98,6,0,-5,f,m1~13-v1.tif,f5~56-v1.tif,6.17533504209001
7,2,20,2,50,0.98,6,0,-5,f,m5~54-v1.tif,f1~13-v1.tif,4.876451698622283
6,4,21,2,50,0.98,6,0,-2,f,m3~35-v1.tif,f2~21-v1.tif,6.8727456069384925
7,2,22,2,50,0.98,6,0,-5,f,m3~33-v1.tif,f2~22-v1.tif,4.6056243082402935
8,4,23,2,50,0.98,6,0,-4,f,m1~16-v1.tif,f3~39-v1.tif,9.834451816429608
6,7,24,2,50,0.98,6,0,1,m,m3~33-v1.tif,f2~21-v1.tif,5.591082754654217
9,3,25,2,50,0.98,6,0,-6,f,m1~18-v1.tif,f3~38-v1.tif,4.503313603738652
8,3,26,2,50,0.98,6,0,-5,f,m3~33-v1.tif,f3~33-v1.tif,6.483075703938151
4,6,27,2,50,0.98,6,0,2,m,m2~24-v1.tif,f4~46-v1.tif,6.5477179140484125
3,8,28,2,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,5.880366406175391
1,8,29,2,50,0.98,6,0,7,m,m3~35-v1.tif,f1~13-v1.tif,8.519009573449013
0,8,30,2,50,0.98,6,0,8,m,m4~43-v1.tif,f5~57-v1.tif,4.581895656310441
3,8,31,2,50,0.98,6,0,5,m,m1~12-v1.tif,f3~38-v1.tif,4.218008798480883
6,9,32,2,50,0.98,6,0,3,m,m4~46-v1.tif,f5~57-v1.tif,5.524926358106101
4,8,33,2,50,0.98,6,0,4,m,m3~36-v1.tif,f3~36-v1.tif,5.2429873185774944
7,7,34,2,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,4.210185196471087
5,6,35,2,50,0.98,6,0,1,m,m4~48-v1.tif,f3~35-v1.tif,6.9955732367675
3,5,36,2,50,0.98,6,0,2,m,m2~24-v1.tif,f2~21-v1.tif,5.537967024573945
2,9,37,2,50,0.98,6,0,7,m,m1~18-v1.tif,f3~38-v1.tif,4.015751450731808
-1,11,38,2,50,0.98,6,0,12,m,m2~29-v1.tif,f3~36-v1.tif,6.455225265831775
1,11,39,2,50,0.98,6,0,10,m,m5~54-v1.tif,f3~31-v1.tif,5.405906801971541
1,10,40,2,50,0.98,6,0,9,m,m5~56-v1.tif,f3~39-v1.tif,4.36443864926631
-2,11,41,2,50,0.98,6,0,13,m,m3~34-v1.tif,f5~55-v1.tif,4.058665618566651
-1,9,42,2,50,0.98,6,0,10,m,m3~33-v1.tif,f3~34-v1.tif,5.255147204479869
-1,9,43,2,50,0.98,6,0,10,m,m2~27-v1.tif,f5~54-v1.tif,8.770088509602274
6,8,44,2,50,0.98,6,0,2,m,m4~49-v1.tif,f2~26-v1.tif,4.787950979401655
6,10,45,2,50,0.98,6,0,4,m,m2~27-v1.tif,f5~52-v1.tif,6.779710827376579
3,9,46,2,50,0.98,6,0,6,m,m4~44-v1.tif,f5~59-v1.tif,4.616876006466573
6,10,47,2,50,0.98,6,0,4,m,m1~15-v1.tif,f4~42-v1.tif,4.931983307322345
5,11,48,2,50,0.98,6,0,6,m,m4~44-v1.tif,f2~26-v1.tif,4.350791229405828
6,7,49,2,50,0.98,6,0,1,m,m4~43-v1.tif,f3~34-v1.tif,5.4096723695304165
6,6,50,2,50,0.98,6,0,0,f,m2~22-v1.tif,f2~25-v1.tif,8.897985886410579
6,6,51,2,50,0.98,6,0,0,f,m1~12-v1.tif,f5~510-v1.tif,5.347055761035572
7,7,52,2,50,0.98,6,0,0,f,m2~26-v1.tif,f5~59-v1.tif,5.319220114692015
