reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.625104939195831
5,1,1,1,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,5.855077217289029
5,3,2,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,4.211850731652935
3,1,3,1,50,0.98,6,0,-2,f,m1~19-v1.tif,f3~39-v1.tif,7.917649116290533
4,-2,4,1,50,0.98,6,0,-6,f,m1~17-v1.tif,f1~15-v1.tif,4.6711978200030995
3,-1,5,1,50,0.98,6,0,-4,f,m3~36-v1.tif,f3~36-v1.tif,8.949292638370459
2,-1,6,1,50,0.98,6,0,-3,f,m2~210-v1.tif,f2~23-v1.tif,4.741630905305856
0,2,7,1,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,4.709447223274584
4,2,8,1,50,0.98,6,0,-2,f,m4~42-v1.tif,f5~52-v1.tif,6.330481123494388
6,4,9,1,50,0.98,6,0,-2,f,m5~52-v1.tif,f5~54-v1.tif,4.813860004254553
6,4,10,1,50,0.98,6,0,-2,f,m1~15-v1.tif,f5~56-v1.tif,4.962549685648068
7,5,11,1,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~36-v1.tif,9.125804608734228
5,3,12,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f4~46-v1.tif,8.961953238600296
2,5,13,1,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,4.582407877310514
3,7,14,1,50,0.98,6,0,4,m,m5~52-v1.tif,f1~14-v1.tif,6.2494623731249295
2,5,15,1,50,0.98,6,0,3,m,m3~32-v1.tif,f5~51-v1.tif,9.111458200992178
3,5,16,1,50,0.98,6,0,2,m,m2~26-v1.tif,f4~41-v1.tif,4.683125611459355
8,2,17,1,50,0.98,6,0,-6,f,m3~32-v1.tif,f2~23-v1.tif,9.995045565514694
5,6,18,1,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,6.871041678515898
4,5,19,1,50,0.98,6,0,1,m,m1~13-v1.tif,f5~56-v1.tif,6.25729314176264
0,5,20,1,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,4.145191512048216
3,6,21,1,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,4.862173078896749
5,5,22,1,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,4.522719320972056
5,6,23,1,50,0.98,6,0,1,m,m1~16-v1.tif,f3~39-v1.tif,9.19774279115303
6,9,24,1,50,0.98,6,0,3,m,m3~33-v1.tif,f2~21-v1.tif,4.709797025536899
9,10,25,1,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,4.555792878160571
8,9,26,1,50,0.98,6,0,1,m,m3~33-v1.tif,f3~33-v1.tif,7.27403288800499
6,6,27,1,50,0.98,6,0,0,f,m2~24-v1.tif,f4~46-v1.tif,7.353254552166875
4,9,28,1,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,6.688886641649192
5,8,29,1,50,0.98,6,0,3,m,m3~35-v1.tif,f1~13-v1.tif,4.337227091398963
5,7,30,1,50,0.98,6,0,2,m,m4~43-v1.tif,f5~57-v1.tif,8.660487798695726
3,7,31,1,50,0.98,6,0,4,m,m1~12-v1.tif,f3~38-v1.tif,8.719981902533277
3,8,32,1,50,0.98,6,0,5,m,m4~46-v1.tif,f5~57-v1.tif,7.12147803889543
4,4,33,1,50,0.98,6,0,0,f,m3~36-v1.tif,f3~36-v1.tif,5.028151757222084
5,5,34,1,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,6.352793831289957
7,6,35,1,50,0.98,6,0,-1,f,m4~48-v1.tif,f3~35-v1.tif,9.539737614116303
7,5,36,1,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,5.778654200962674
10,2,37,1,50,0.98,6,0,-8,f,m1~18-v1.tif,f3~38-v1.tif,4.018002332601868
9,2,38,1,50,0.98,6,0,-7,f,m2~29-v1.tif,f3~36-v1.tif,6.7484417847856335
9,3,39,1,50,0.98,6,0,-6,f,m5~54-v1.tif,f3~31-v1.tif,5.06841319070804
6,2,40,1,50,0.98,6,0,-4,f,m5~56-v1.tif,f3~39-v1.tif,4.762833896834071
6,0,41,1,50,0.98,6,0,-6,f,m3~34-v1.tif,f5~55-v1.tif,5.068346699423793
5,1,42,1,50,0.98,6,0,-4,f,m3~33-v1.tif,f3~34-v1.tif,5.710732364645414
6,-1,43,1,50,0.98,6,0,-7,f,m2~27-v1.tif,f5~54-v1.tif,6.117470325738706
5,0,44,1,50,0.98,6,0,-5,f,m4~49-v1.tif,f2~26-v1.tif,6.839164684517835
4,2,45,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~52-v1.tif,4.6874347976159285
6,9,46,1,50,0.98,6,0,3,m,m4~44-v1.tif,f5~59-v1.tif,5.45270057615679
6,11,47,1,50,0.98,6,0,5,m,m1~15-v1.tif,f4~42-v1.tif,8.176499737537716
6,8,48,1,50,0.98,6,0,2,m,m4~44-v1.tif,f2~26-v1.tif,8.42154371111176
6,6,49,1,50,0.98,6,0,0,f,m4~43-v1.tif,f3~34-v1.tif,7.042033276762542
3,4,50,1,50,0.98,6,0,1,m,m2~22-v1.tif,f2~25-v1.tif,4.813912300224174
6,6,51,1,50,0.98,6,0,0,f,m1~12-v1.tif,f5~510-v1.tif,7.2733513817277355
5,6,52,1,50,0.98,6,0,1,m,m2~26-v1.tif,f5~59-v1.tif,4.419379147958098
4,7,53,1,50,0.98,6,0,3,m,m4~49-v1.tif,f5~510-v1.tif,5.812764648693923
3,6,54,1,50,0.98,6,0,3,m,m4~45-v1.tif,f5~510-v1.tif,4.551861969394972
0,6,55,1,50,0.98,6,0,6,m,m4~44-v1.tif,f4~44-v1.tif,7.317200038397252
1,6,56,1,50,0.98,6,0,5,m,m4~410-v1.tif,f5~53-v1.tif,4.478266001007664
1,6,57,1,50,0.98,6,0,5,m,m4~44-v1.tif,f1~11-v1.tif,5.628637656515808
1,5,58,1,50,0.98,6,0,4,m,m1~12-v1.tif,f2~21-v1.tif,4.202045701285379
0,2,59,1,50,0.98,6,0,2,m,m2~29-v1.tif,f3~31-v1.tif,5.644116635247685
