reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,3,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.46084373932144
5,6,1,1,50,0.98,6,0,1,m,m2~21-v1.tif,f5~54-v1.tif,5.6380274878296195
6,7,2,1,50,0.98,6,0,1,m,m2~27-v1.tif,f1~12-v1.tif,5.639802618360897
6,9,3,1,50,0.98,6,0,3,m,m1~19-v1.tif,f3~39-v1.tif,9.705490657051838
5,9,4,1,50,0.98,6,0,4,m,m1~17-v1.tif,f1~15-v1.tif,5.767311438965266
5,8,5,1,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,6.047046439796066
8,8,6,1,50,0.98,6,0,0,f,m2~210-v1.tif,f2~23-v1.tif,5.48600459686503
9,5,7,1,50,0.98,6,0,-4,f,m4~49-v1.tif,f3~32-v1.tif,6.850080563004875
10,6,8,1,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,4.160565471950146
10,5,9,1,50,0.98,6,0,-5,f,m5~52-v1.tif,f5~54-v1.tif,5.108608744345835
6,6,10,1,50,0.98,6,0,0,f,m1~15-v1.tif,f5~56-v1.tif,4.749032025244489
5,8,11,1,50,0.98,6,0,3,m,m5~56-v1.tif,f3~36-v1.tif,4.843754096685761
4,7,12,1,50,0.98,6,0,3,m,m1~18-v1.tif,f4~46-v1.tif,7.140013586941514
5,6,13,1,50,0.98,6,0,1,m,m5~54-v1.tif,f5~54-v1.tif,5.1732474277342675
3,9,14,1,50,0.98,6,0,6,m,m5~52-v1.tif,f1~14-v1.tif,4.058161371931393
5,8,15,1,50,0.98,6,0,3,m,m3~32-v1.tif,f5~51-v1.tif,7.577167302706409
5,4,16,1,50,0.98,6,0,-1,f,m2~26-v1.tif,f4~41-v1.tif,5.8187407737885515
7,7,17,1,50,0.98,6,0,0,f,m3~32-v1.tif,f2~23-v1.tif,7.634808961386429
5,7,18,1,50,0.98,6,0,2,m,m4~41-v1.tif,f4~42-v1.tif,4.894733449084988
4,7,19,1,50,0.98,6,0,3,m,m1~13-v1.tif,f5~56-v1.tif,5.443888097028814
4,6,20,1,50,0.98,6,0,2,m,m5~54-v1.tif,f1~13-v1.tif,8.246559055202212
3,5,21,1,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,6.816213564270977
1,7,22,1,50,0.98,6,0,6,m,m3~33-v1.tif,f2~22-v1.tif,4.404651630919766
3,9,23,1,50,0.98,6,0,6,m,m1~16-v1.tif,f3~39-v1.tif,4.491034117887686
2,10,24,1,50,0.98,6,0,8,m,m3~33-v1.tif,f2~21-v1.tif,4.314737555242045
2,9,25,1,50,0.98,6,0,7,m,m1~18-v1.tif,f3~38-v1.tif,4.509468601866286
3,8,26,1,50,0.98,6,0,5,m,m3~33-v1.tif,f3~33-v1.tif,6.020134827404609
2,10,27,1,50,0.98,6,0,8,m,m2~24-v1.tif,f4~46-v1.tif,7.1855242060195135
4,6,28,1,50,0.98,6,0,2,m,m1~19-v1.tif,f1~11-v1.tif,6.800860497607076
7,5,29,1,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,4.939550013821777
6,3,30,1,50,0.98,6,0,-3,f,m4~43-v1.tif,f5~57-v1.tif,4.06632970235354
3,3,31,1,50,0.98,6,0,0,f,m1~12-v1.tif,f3~38-v1.tif,4.5627466645388886
3,1,32,1,50,0.98,6,0,-2,f,m4~46-v1.tif,f5~57-v1.tif,8.991306728596598
2,3,33,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,4.070176003458835
1,3,34,1,50,0.98,6,0,2,m,m5~53-v1.tif,f4~44-v1.tif,6.059316479934797
2,5,35,1,50,0.98,6,0,3,m,m4~48-v1.tif,f3~35-v1.tif,7.365340224527712
4,2,36,1,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,4.260450926212653
8,2,37,1,50,0.98,6,0,-6,f,m1~18-v1.tif,f3~38-v1.tif,6.448100051576522
8,4,38,1,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~36-v1.tif,6.356114433810035
4,3,39,1,50,0.98,6,0,-1,f,m5~54-v1.tif,f3~31-v1.tif,4.131628995448582
5,4,40,1,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~39-v1.tif,7.407679943643624
5,3,41,1,50,0.98,6,0,-2,f,m3~34-v1.tif,f5~55-v1.tif,4.123722296971783
3,2,42,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f3~34-v1.tif,4.133754301929763
4,4,43,1,50,0.98,6,0,0,f,m2~27-v1.tif,f5~54-v1.tif,6.7581795519503345
5,1,44,1,50,0.98,6,0,-4,f,m4~49-v1.tif,f2~26-v1.tif,4.525406818842043
5,3,45,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~52-v1.tif,4.132780168016754
10,6,46,1,50,0.98,6,0,-4,f,m4~44-v1.tif,f5~59-v1.tif,7.52462558992201
8,5,47,1,50,0.98,6,0,-3,f,m1~15-v1.tif,f4~42-v1.tif,7.741735491384594
6,6,48,1,50,0.98,6,0,0,f,m4~44-v1.tif,f2~26-v1.tif,4.612326574886917
4,6,49,1,50,0.98,6,0,2,m,m4~43-v1.tif,f3~34-v1.tif,7.567129999719347
4,2,50,1,50,0.98,6,0,-2,f,m2~22-v1.tif,f2~25-v1.tif,8.797138437647487
5,4,51,1,50,0.98,6,0,-1,f,m1~12-v1.tif,f5~510-v1.tif,4.413952268072527
5,5,52,1,50,0.98,6,0,0,f,m2~26-v1.tif,f5~59-v1.tif,4.279227116437475
5,6,53,1,50,0.98,6,0,1,m,m4~49-v1.tif,f5~510-v1.tif,4.557596288721973
3,9,54,1,50,0.98,6,0,6,m,m4~45-v1.tif,f5~510-v1.tif,5.364260025480384
8,6,55,1,50,0.98,6,0,-2,f,m4~44-v1.tif,f4~44-v1.tif,4.650806846188448
9,5,56,1,50,0.98,6,0,-4,f,m4~410-v1.tif,f5~53-v1.tif,4.859597592546914
9,4,57,1,50,0.98,6,0,-5,f,m4~44-v1.tif,f1~11-v1.tif,4.23643687512241
10,4,58,1,50,0.98,6,0,-6,f,m1~12-v1.tif,f2~21-v1.tif,5.310176091999496
9,6,59,1,50,0.98,6,0,-3,f,m2~29-v1.tif,f3~31-v1.tif,6.619084665086689
