reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,9.362233045893365
5,5,1,1,50,0.98,6,0,0,f,m2~21-v1.tif,f5~54-v1.tif,7.673900870265046
4,3,2,1,50,0.98,6,0,-1,f,m2~27-v1.tif,f1~12-v1.tif,7.382736946568712
2,3,3,1,50,0.98,6,0,1,m,m1~19-v1.tif,f3~39-v1.tif,4.82372425516555
1,6,4,1,50,0.98,6,0,5,m,m1~17-v1.tif,f1~15-v1.tif,7.511387408397654
4,5,5,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,7.426920706738773
2,4,6,1,50,0.98,6,0,2,m,m2~210-v1.tif,f2~23-v1.tif,6.132336030774782
3,2,7,1,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,4.461853415182951
7,2,8,1,50,0.98,6,0,-5,f,m4~42-v1.tif,f5~52-v1.tif,4.031204973204819
4,1,9,1,50,0.98,6,0,-3,f,m5~52-v1.tif,f5~54-v1.tif,5.987197953885701
3,2,10,1,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,6.117941169847111
2,2,11,1,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,8.040943825403238
1,5,12,1,50,0.98,6,0,4,m,m1~18-v1.tif,f4~46-v1.tif,9.375249442384725
3,6,13,1,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,6.280903049106754
6,5,14,1,50,0.98,6,0,-1,f,m5~52-v1.tif,f1~14-v1.tif,4.284596756291731
8,1,15,1,50,0.98,6,0,-7,f,m3~32-v1.tif,f5~51-v1.tif,6.059249139062716
10,0,16,1,50,0.98,6,0,-10,f,m2~26-v1.tif,f4~41-v1.tif,4.668188703027779
8,0,17,1,50,0.98,6,0,-8,f,m3~32-v1.tif,f2~23-v1.tif,8.145576553318518
5,-2,18,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f4~42-v1.tif,7.779273952889415
2,-1,19,1,50,0.98,6,0,-3,f,m1~13-v1.tif,f5~56-v1.tif,7.503313929466288
3,0,20,1,50,0.98,6,0,-3,f,m5~54-v1.tif,f1~13-v1.tif,4.359878165879875
2,1,21,1,50,0.98,6,0,-1,f,m3~35-v1.tif,f2~21-v1.tif,6.462342277385832
3,1,22,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~22-v1.tif,4.985284663165588
3,5,23,1,50,0.98,6,0,2,m,m1~16-v1.tif,f3~39-v1.tif,4.445218030049042
4,7,24,1,50,0.98,6,0,3,m,m3~33-v1.tif,f2~21-v1.tif,4.24931792092241
4,7,25,1,50,0.98,6,0,3,m,m1~18-v1.tif,f3~38-v1.tif,7.006111850060083
3,8,26,1,50,0.98,6,0,5,m,m3~33-v1.tif,f3~33-v1.tif,8.004387671325139
0,9,27,1,50,0.98,6,0,9,m,m2~24-v1.tif,f4~46-v1.tif,4.534777705452575
1,10,28,1,50,0.98,6,0,9,m,m1~19-v1.tif,f1~11-v1.tif,4.414335242368448
2,12,29,1,50,0.98,6,0,10,m,m3~35-v1.tif,f1~13-v1.tif,5.899813821615702
1,13,30,1,50,0.98,6,0,12,m,m4~43-v1.tif,f5~57-v1.tif,7.113968633672554
3,11,31,1,50,0.98,6,0,8,m,m1~12-v1.tif,f3~38-v1.tif,6.432141751266629
7,8,32,1,50,0.98,6,0,1,m,m4~46-v1.tif,f5~57-v1.tif,4.390486187044726
7,7,33,1,50,0.98,6,0,0,f,m3~36-v1.tif,f3~36-v1.tif,9.587066125482313
2,4,34,1,50,0.98,6,0,2,m,m5~53-v1.tif,f4~44-v1.tif,4.159213783288462
5,3,35,1,50,0.98,6,0,-2,f,m4~48-v1.tif,f3~35-v1.tif,4.338300360382354
5,1,36,1,50,0.98,6,0,-4,f,m2~24-v1.tif,f2~21-v1.tif,9.036422950094288
7,3,37,1,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,5.45159177059332
4,3,38,1,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~36-v1.tif,5.03168158786273
5,3,39,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f3~31-v1.tif,6.785232339960492
5,4,40,1,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~39-v1.tif,4.23723353157877
5,3,41,1,50,0.98,6,0,-2,f,m3~34-v1.tif,f5~55-v1.tif,5.523096789096247
1,3,42,1,50,0.98,6,0,2,m,m3~33-v1.tif,f3~34-v1.tif,4.323188158772702
5,1,43,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f5~54-v1.tif,6.691537106126184
3,1,44,1,50,0.98,6,0,-2,f,m4~49-v1.tif,f2~26-v1.tif,5.974333128333229
4,1,45,1,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~52-v1.tif,5.128125744956589
7,-2,46,1,50,0.98,6,0,-9,f,m4~44-v1.tif,f5~59-v1.tif,4.523735052156634
11,0,47,1,50,0.98,6,0,-11,f,m1~15-v1.tif,f4~42-v1.tif,6.581138087229246
7,2,48,1,50,0.98,6,0,-5,f,m4~44-v1.tif,f2~26-v1.tif,4.42370697960768
6,3,49,1,50,0.98,6,0,-3,f,m4~43-v1.tif,f3~34-v1.tif,5.1288253205339025
4,5,50,1,50,0.98,6,0,1,m,m2~22-v1.tif,f2~25-v1.tif,4.705548027156263
3,6,51,1,50,0.98,6,0,3,m,m1~12-v1.tif,f5~510-v1.tif,5.1787626989254925
5,5,52,1,50,0.98,6,0,0,f,m2~26-v1.tif,f5~59-v1.tif,6.1406256429100825
5,3,53,1,50,0.98,6,0,-2,f,m4~49-v1.tif,f5~510-v1.tif,4.415223796034262
4,3,54,1,50,0.98,6,0,-1,f,m4~45-v1.tif,f5~510-v1.tif,5.224781892677736
6,5,55,1,50,0.98,6,0,-1,f,m4~44-v1.tif,f4~44-v1.tif,6.419184919231705
6,2,56,1,50,0.98,6,0,-4,f,m4~410-v1.tif,f5~53-v1.tif,6.213296816659634
9,4,57,1,50,0.98,6,0,-5,f,m4~44-v1.tif,f1~11-v1.tif,5.294351391766501
8,5,58,1,50,0.98,6,0,-3,f,m1~12-v1.tif,f2~21-v1.tif,5.00894284270155
5,4,59,1,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~31-v1.tif,5.456258995546014
