reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.032230473165081
9,3,1,2,50,0.98,6,0,-6,f,m2~21-v1.tif,f5~54-v1.tif,4.942844387622305
10,4,2,2,50,0.98,6,0,-6,f,m2~27-v1.tif,f1~12-v1.tif,9.00000692454869
8,3,3,2,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~39-v1.tif,4.061200556095235
6,0,4,2,50,0.98,6,0,-6,f,m1~17-v1.tif,f1~15-v1.tif,4.885849938004849
5,4,5,2,50,0.98,6,0,-1,f,m3~36-v1.tif,f3~36-v1.tif,9.121044109108723
6,4,6,2,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,4.13939224013266
7,3,7,2,50,0.98,6,0,-4,f,m4~49-v1.tif,f3~32-v1.tif,4.824865266261509
6,2,8,2,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,6.0359741887786935
5,6,9,2,50,0.98,6,0,1,m,m5~52-v1.tif,f5~54-v1.tif,4.687591680208518
2,9,10,2,50,0.98,6,0,7,m,m1~15-v1.tif,f5~56-v1.tif,7.699121634945032
2,7,11,2,50,0.98,6,0,5,m,m5~56-v1.tif,f3~36-v1.tif,4.981771461828968
3,8,12,2,50,0.98,6,0,5,m,m1~18-v1.tif,f4~46-v1.tif,4.5758412959132215
3,8,13,2,50,0.98,6,0,5,m,m5~54-v1.tif,f5~54-v1.tif,4.534284325997447
6,6,14,2,50,0.98,6,0,0,f,m5~52-v1.tif,f1~14-v1.tif,4.104390140209812
8,4,15,2,50,0.98,6,0,-4,f,m3~32-v1.tif,f5~51-v1.tif,4.686294351785271
8,1,16,2,50,0.98,6,0,-7,f,m2~26-v1.tif,f4~41-v1.tif,5.630243875604401
6,4,17,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f2~23-v1.tif,4.53853003065577
1,8,18,2,50,0.98,6,0,7,m,m4~41-v1.tif,f4~42-v1.tif,9.115155928068791
2,3,19,2,50,0.98,6,0,1,m,m1~13-v1.tif,f5~56-v1.tif,5.879809714101844
1,1,20,2,50,0.98,6,0,0,f,m5~54-v1.tif,f1~13-v1.tif,5.078625419416129
0,4,21,2,50,0.98,6,0,4,m,m3~35-v1.tif,f2~21-v1.tif,7.095820957903767
-1,6,22,2,50,0.98,6,0,7,m,m3~33-v1.tif,f2~22-v1.tif,8.868403619773229
-1,8,23,2,50,0.98,6,0,9,m,m1~16-v1.tif,f3~39-v1.tif,4.680678046942234
2,5,24,2,50,0.98,6,0,3,m,m3~33-v1.tif,f2~21-v1.tif,5.8455928148717256
1,6,25,2,50,0.98,6,0,5,m,m1~18-v1.tif,f3~38-v1.tif,4.078033170415385
2,6,26,2,50,0.98,6,0,4,m,m3~33-v1.tif,f3~33-v1.tif,5.062864356175656
1,5,27,2,50,0.98,6,0,4,m,m2~24-v1.tif,f4~46-v1.tif,6.260678427946994
3,8,28,2,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,4.711637640280094
4,8,29,2,50,0.98,6,0,4,m,m3~35-v1.tif,f1~13-v1.tif,4.191260671483247
7,6,30,2,50,0.98,6,0,-1,f,m4~43-v1.tif,f5~57-v1.tif,9.778768424751966
6,5,31,2,50,0.98,6,0,-1,f,m1~12-v1.tif,f3~38-v1.tif,4.1689382179579
6,5,32,2,50,0.98,6,0,-1,f,m4~46-v1.tif,f5~57-v1.tif,6.809726704194175
9,4,33,2,50,0.98,6,0,-5,f,m3~36-v1.tif,f3~36-v1.tif,4.389039357434469
8,5,34,2,50,0.98,6,0,-3,f,m5~53-v1.tif,f4~44-v1.tif,4.4980057498792245
7,2,35,2,50,0.98,6,0,-5,f,m4~48-v1.tif,f3~35-v1.tif,8.30997622284957
7,4,36,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f2~21-v1.tif,5.586612172979661
8,3,37,2,50,0.98,6,0,-5,f,m1~18-v1.tif,f3~38-v1.tif,6.866753751423455
8,4,38,2,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~36-v1.tif,4.175444159748606
5,2,39,2,50,0.98,6,0,-3,f,m5~54-v1.tif,f3~31-v1.tif,5.5204893681644425
5,5,40,2,50,0.98,6,0,0,f,m5~56-v1.tif,f3~39-v1.tif,4.704623303498557
6,3,41,2,50,0.98,6,0,-3,f,m3~34-v1.tif,f5~55-v1.tif,6.245757896585034
7,5,42,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f3~34-v1.tif,7.538740184370081
4,4,43,2,50,0.98,6,0,0,f,m2~27-v1.tif,f5~54-v1.tif,8.830964907631163
5,4,44,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f2~26-v1.tif,4.084376945939877
5,3,45,2,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~52-v1.tif,5.469147305992683
3,5,46,2,50,0.98,6,0,2,m,m4~44-v1.tif,f5~59-v1.tif,6.2841499993864955
3,5,47,2,50,0.98,6,0,2,m,m1~15-v1.tif,f4~42-v1.tif,4.509106008136097
1,7,48,2,50,0.98,6,0,6,m,m4~44-v1.tif,f2~26-v1.tif,7.499360805636752
2,8,49,2,50,0.98,6,0,6,m,m4~43-v1.tif,f3~34-v1.tif,7.603837965574174
-2,9,50,2,50,0.98,6,0,11,m,m2~22-v1.tif,f2~25-v1.tif,4.792650072836106
-2,8,51,2,50,0.98,6,0,10,m,m1~12-v1.tif,f5~510-v1.tif,4.503025212739957
0,5,52,2,50,0.98,6,0,5,m,m2~26-v1.tif,f5~59-v1.tif,4.467479921722252
