reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
9,2,0,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,4.3548853192735555
8,6,1,2,50,0.98,6,0,-2,f,m2~21-v1.tif,f5~54-v1.tif,5.173656328207614
5,5,2,2,50,0.98,6,0,0,f,m2~27-v1.tif,f1~12-v1.tif,4.6125721176742855
4,2,3,2,50,0.98,6,0,-2,f,m1~19-v1.tif,f3~39-v1.tif,7.493999154715651
6,1,4,2,50,0.98,6,0,-5,f,m1~17-v1.tif,f1~15-v1.tif,4.401521176815039
6,2,5,2,50,0.98,6,0,-4,f,m3~36-v1.tif,f3~36-v1.tif,5.279616247561243
5,3,6,2,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,6.137144760530628
3,1,7,2,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,6.301010744613206
5,4,8,2,50,0.98,6,0,-1,f,m4~42-v1.tif,f5~52-v1.tif,4.466215479821098
7,5,9,2,50,0.98,6,0,-2,f,m5~52-v1.tif,f5~54-v1.tif,9.527337820825098
5,6,10,2,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,4.801939571645307
8,5,11,2,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,6.456906364049836
9,0,12,2,50,0.98,6,0,-9,f,m1~18-v1.tif,f4~46-v1.tif,8.978940744758711
8,2,13,2,50,0.98,6,0,-6,f,m5~54-v1.tif,f5~54-v1.tif,4.455814369465337
8,3,14,2,50,0.98,6,0,-5,f,m5~52-v1.tif,f1~14-v1.tif,6.543485339683972
7,3,15,2,50,0.98,6,0,-4,f,m3~32-v1.tif,f5~51-v1.tif,9.609197284371206
5,0,16,2,50,0.98,6,0,-5,f,m2~26-v1.tif,f4~41-v1.tif,7.892184493454455
5,1,17,2,50,0.98,6,0,-4,f,m3~32-v1.tif,f2~23-v1.tif,9.885444516931287
3,3,18,2,50,0.98,6,0,0,f,m4~41-v1.tif,f4~42-v1.tif,4.984617808692315
1,2,19,2,50,0.98,6,0,1,m,m1~13-v1.tif,f5~56-v1.tif,4.162492321494412
0,0,20,2,50,0.98,6,0,0,f,m5~54-v1.tif,f1~13-v1.tif,8.198133023454016
0,3,21,2,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,4.9483590504994055
2,2,22,2,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,5.191785500856309
3,0,23,2,50,0.98,6,0,-3,f,m1~16-v1.tif,f3~39-v1.tif,5.813751498320397
2,-1,24,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~21-v1.tif,7.42973631910477
1,1,25,2,50,0.98,6,0,0,f,m1~18-v1.tif,f3~38-v1.tif,4.098202317681437
0,1,26,2,50,0.98,6,0,1,m,m3~33-v1.tif,f3~33-v1.tif,5.501539006391068
1,4,27,2,50,0.98,6,0,3,m,m2~24-v1.tif,f4~46-v1.tif,4.39115222415543
-2,3,28,2,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,4.99844038145994
-1,1,29,2,50,0.98,6,0,2,m,m3~35-v1.tif,f1~13-v1.tif,7.2778842296886115
2,2,30,2,50,0.98,6,0,0,f,m4~43-v1.tif,f5~57-v1.tif,8.162038196089076
1,1,31,2,50,0.98,6,0,0,f,m1~12-v1.tif,f3~38-v1.tif,4.0292094799843765
3,0,32,2,50,0.98,6,0,-3,f,m4~46-v1.tif,f5~57-v1.tif,5.168842159993507
3,1,33,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,5.928142410036612
2,1,34,2,50,0.98,6,0,-1,f,m5~53-v1.tif,f4~44-v1.tif,9.202900386664876
5,3,35,2,50,0.98,6,0,-2,f,m4~48-v1.tif,f3~35-v1.tif,4.240811417670321
5,2,36,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f2~21-v1.tif,4.354354956943038
2,3,37,2,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,6.083268598665107
3,0,38,2,50,0.98,6,0,-3,f,m2~29-v1.tif,f3~36-v1.tif,5.814209785730787
6,1,39,2,50,0.98,6,0,-5,f,m5~54-v1.tif,f3~31-v1.tif,6.12275875866084
5,4,40,2,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~39-v1.tif,6.741745876612205
4,3,41,2,50,0.98,6,0,-1,f,m3~34-v1.tif,f5~55-v1.tif,5.590792145689574
5,4,42,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f3~34-v1.tif,4.423477926704592
6,6,43,2,50,0.98,6,0,0,f,m2~27-v1.tif,f5~54-v1.tif,4.041206935750337
5,6,44,2,50,0.98,6,0,1,m,m4~49-v1.tif,f2~26-v1.tif,7.416454016925132
6,9,45,2,50,0.98,6,0,3,m,m2~27-v1.tif,f5~52-v1.tif,4.880793062475456
4,6,46,2,50,0.98,6,0,2,m,m4~44-v1.tif,f5~59-v1.tif,4.51168029253916
0,4,47,2,50,0.98,6,0,4,m,m1~15-v1.tif,f4~42-v1.tif,9.029117677647456
-1,3,48,2,50,0.98,6,0,4,m,m4~44-v1.tif,f2~26-v1.tif,4.445674266609395
2,5,49,2,50,0.98,6,0,3,m,m4~43-v1.tif,f3~34-v1.tif,5.678616751283181
1,6,50,2,50,0.98,6,0,5,m,m2~22-v1.tif,f2~25-v1.tif,5.765721351629793
2,6,51,2,50,0.98,6,0,4,m,m1~12-v1.tif,f5~510-v1.tif,7.317083465890191
1,6,52,2,50,0.98,6,0,5,m,m2~26-v1.tif,f5~59-v1.tif,5.359608942283318
2,7,53,2,50,0.98,6,0,5,m,m4~49-v1.tif,f5~510-v1.tif,5.231629895713133
3,5,54,2,50,0.98,6,0,2,m,m4~45-v1.tif,f5~510-v1.tif,6.643132174711754
1,6,55,2,50,0.98,6,0,5,m,m4~44-v1.tif,f4~44-v1.tif,4.246181412431807
3,3,56,2,50,0.98,6,0,0,f,m4~410-v1.tif,f5~53-v1.tif,8.420149486065224
5,3,57,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f1~11-v1.tif,5.604507345676237
4,1,58,2,50,0.98,6,0,-3,f,m1~12-v1.tif,f2~21-v1.tif,5.077440735157143
4,0,59,2,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~31-v1.tif,4.823410496972276
