reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,9.841086005636068
6,-1,1,2,50,0.98,6,0,-7,f,m2~21-v1.tif,f5~54-v1.tif,5.058863578842098
4,-3,2,2,50,0.98,6,0,-7,f,m2~27-v1.tif,f1~12-v1.tif,4.466447918237102
6,-3,3,2,50,0.98,6,0,-9,f,m1~19-v1.tif,f3~39-v1.tif,4.587119213508556
7,0,4,2,50,0.98,6,0,-7,f,m1~17-v1.tif,f1~15-v1.tif,7.433932576718249
6,1,5,2,50,0.98,6,0,-5,f,m3~36-v1.tif,f3~36-v1.tif,5.572116551433225
6,4,6,2,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,4.065464609109249
4,6,7,2,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,5.2836839175828425
9,5,8,2,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,6.236859296740663
5,5,9,2,50,0.98,6,0,0,f,m5~52-v1.tif,f5~54-v1.tif,4.349381982890557
5,6,10,2,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,5.710137117190275
5,7,11,2,50,0.98,6,0,2,m,m5~56-v1.tif,f3~36-v1.tif,6.143783571726061
2,10,12,2,50,0.98,6,0,8,m,m1~18-v1.tif,f4~46-v1.tif,7.504512455535252
-1,8,13,2,50,0.98,6,0,9,m,m5~54-v1.tif,f5~54-v1.tif,5.707532892114098
2,8,14,2,50,0.98,6,0,6,m,m5~52-v1.tif,f1~14-v1.tif,4.3889743004953266
2,6,15,2,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,9.189586975784419
2,6,16,2,50,0.98,6,0,4,m,m2~26-v1.tif,f4~41-v1.tif,5.188648156596261
2,7,17,2,50,0.98,6,0,5,m,m3~32-v1.tif,f2~23-v1.tif,5.522978759239104
2,9,18,2,50,0.98,6,0,7,m,m4~41-v1.tif,f4~42-v1.tif,6.283298000574348
2,9,19,2,50,0.98,6,0,7,m,m1~13-v1.tif,f5~56-v1.tif,5.748290268735376
