reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,8.45308014130326
7,-2,1,1,50,0.98,6,0,-9,f,m2~21-v1.tif,f5~54-v1.tif,5.039743346140724
4,2,2,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,5.918513685259947
4,5,3,1,50,0.98,6,0,1,m,m1~19-v1.tif,f3~39-v1.tif,4.220317380790496
2,3,4,1,50,0.98,6,0,1,m,m1~17-v1.tif,f1~15-v1.tif,4.021612989075242
3,2,5,1,50,0.98,6,0,-1,f,m3~36-v1.tif,f3~36-v1.tif,4.687312207883179
5,3,6,1,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,7.604763913944554
4,2,7,1,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,5.015217128148453
7,3,8,1,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,4.889035921517546
8,2,9,1,50,0.98,6,0,-6,f,m5~52-v1.tif,f5~54-v1.tif,7.812719550993847
7,1,10,1,50,0.98,6,0,-6,f,m1~15-v1.tif,f5~56-v1.tif,4.531602652661881
5,2,11,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,7.328293945642875
7,1,12,1,50,0.98,6,0,-6,f,m1~18-v1.tif,f4~46-v1.tif,9.568923724144344
4,2,13,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,7.522358616497119
4,6,14,1,50,0.98,6,0,2,m,m5~52-v1.tif,f1~14-v1.tif,8.335716186129307
6,6,15,1,50,0.98,6,0,0,f,m3~32-v1.tif,f5~51-v1.tif,8.344687676128284
6,4,16,1,50,0.98,6,0,-2,f,m2~26-v1.tif,f4~41-v1.tif,8.291876992489044
3,6,17,1,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,4.467375862589963
2,3,18,1,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,4.97707262541746
0,2,19,1,50,0.98,6,0,2,m,m1~13-v1.tif,f5~56-v1.tif,4.585296742677869
2,2,20,1,50,0.98,6,0,0,f,m5~54-v1.tif,f1~13-v1.tif,4.46170007616971
1,4,21,1,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,6.046791216976258
3,5,22,1,50,0.98,6,0,2,m,m3~33-v1.tif,f2~22-v1.tif,4.38652304371071
3,2,23,1,50,0.98,6,0,-1,f,m1~16-v1.tif,f3~39-v1.tif,7.631104999748295
4,0,24,1,50,0.98,6,0,-4,f,m3~33-v1.tif,f2~21-v1.tif,4.71793276895408
4,1,25,1,50,0.98,6,0,-3,f,m1~18-v1.tif,f3~38-v1.tif,9.235913048219214
2,3,26,1,50,0.98,6,0,1,m,m3~33-v1.tif,f3~33-v1.tif,6.369668227984273
1,3,27,1,50,0.98,6,0,2,m,m2~24-v1.tif,f4~46-v1.tif,5.996040619281033
3,8,28,1,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,4.126482095242613
4,8,29,1,50,0.98,6,0,4,m,m3~35-v1.tif,f1~13-v1.tif,8.820774062588981
6,8,30,1,50,0.98,6,0,2,m,m4~43-v1.tif,f5~57-v1.tif,8.230792656809307
