reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.698504359560829
8,0,1,2,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,8.970732738368113
8,-1,2,2,50,0.98,6,0,-9,f,m2~27-v1.tif,f1~12-v1.tif,8.301461363837328
6,4,3,2,50,0.98,6,0,-2,f,m1~19-v1.tif,f3~39-v1.tif,4.575994230474887
5,3,4,2,50,0.98,6,0,-2,f,m1~17-v1.tif,f1~15-v1.tif,6.141582982983424
6,6,5,2,50,0.98,6,0,0,f,m3~36-v1.tif,f3~36-v1.tif,6.096262649211136
3,6,6,2,50,0.98,6,0,3,m,m2~210-v1.tif,f2~23-v1.tif,4.008076217383281
4,3,7,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,4.027729791088883
6,1,8,2,50,0.98,6,0,-5,f,m4~42-v1.tif,f5~52-v1.tif,4.411871798765197
7,3,9,2,50,0.98,6,0,-4,f,m5~52-v1.tif,f5~54-v1.tif,4.673788734994612
4,3,10,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,4.667118644870125
6,6,11,2,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,6.934170075932548
4,8,12,2,50,0.98,6,0,4,m,m1~18-v1.tif,f4~46-v1.tif,7.861372198303128
3,8,13,2,50,0.98,6,0,5,m,m5~54-v1.tif,f5~54-v1.tif,8.078336787886913
5,5,14,2,50,0.98,6,0,0,f,m5~52-v1.tif,f1~14-v1.tif,7.593543277588061
4,8,15,2,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,7.55706223933626
-1,9,16,2,50,0.98,6,0,10,m,m2~26-v1.tif,f4~41-v1.tif,7.691820667632084
-1,8,17,2,50,0.98,6,0,9,m,m3~32-v1.tif,f2~23-v1.tif,5.764393336521305
-3,10,18,2,50,0.98,6,0,13,m,m4~41-v1.tif,f4~42-v1.tif,4.2604936747157875
-3,9,19,2,50,0.98,6,0,12,m,m1~13-v1.tif,f5~56-v1.tif,7.016246900459278
-1,8,20,2,50,0.98,6,0,9,m,m5~54-v1.tif,f1~13-v1.tif,4.087935396611546
-1,7,21,2,50,0.98,6,0,8,m,m3~35-v1.tif,f2~21-v1.tif,4.377532544404435
3,7,22,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~22-v1.tif,5.992536091682592
4,9,23,2,50,0.98,6,0,5,m,m1~16-v1.tif,f3~39-v1.tif,4.37886716028502
6,7,24,2,50,0.98,6,0,1,m,m3~33-v1.tif,f2~21-v1.tif,6.0927741885139
3,5,25,2,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,5.679432103221098
5,2,26,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f3~33-v1.tif,5.3615428786939585
3,2,27,2,50,0.98,6,0,-1,f,m2~24-v1.tif,f4~46-v1.tif,5.830087924257188
3,4,28,2,50,0.98,6,0,1,m,m1~19-v1.tif,f1~11-v1.tif,4.228142178717868
4,2,29,2,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,6.923059678078959
7,2,30,2,50,0.98,6,0,-5,f,m4~43-v1.tif,f5~57-v1.tif,4.836012047792419
5,4,31,2,50,0.98,6,0,-1,f,m1~12-v1.tif,f3~38-v1.tif,5.282220054572813
4,6,32,2,50,0.98,6,0,2,m,m4~46-v1.tif,f5~57-v1.tif,6.3150189399873256
5,5,33,2,50,0.98,6,0,0,f,m3~36-v1.tif,f3~36-v1.tif,4.722445933304567
6,5,34,2,50,0.98,6,0,-1,f,m5~53-v1.tif,f4~44-v1.tif,4.195450261927321
6,3,35,2,50,0.98,6,0,-3,f,m4~48-v1.tif,f3~35-v1.tif,6.815688827274147
6,4,36,2,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,4.194816438377877
2,4,37,2,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,6.522092040510412
4,6,38,2,50,0.98,6,0,2,m,m2~29-v1.tif,f3~36-v1.tif,6.491340677996517
7,4,39,2,50,0.98,6,0,-3,f,m5~54-v1.tif,f3~31-v1.tif,4.4012238263762695
9,6,40,2,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~39-v1.tif,6.21495294394165
8,7,41,2,50,0.98,6,0,-1,f,m3~34-v1.tif,f5~55-v1.tif,6.22688093077179
8,5,42,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f3~34-v1.tif,4.0250652193987975
5,5,43,2,50,0.98,6,0,0,f,m2~27-v1.tif,f5~54-v1.tif,4.169827200779107
3,5,44,2,50,0.98,6,0,2,m,m4~49-v1.tif,f2~26-v1.tif,4.444425528298443
3,5,45,2,50,0.98,6,0,2,m,m2~27-v1.tif,f5~52-v1.tif,5.8078182819584185
6,5,46,2,50,0.98,6,0,-1,f,m4~44-v1.tif,f5~59-v1.tif,4.316685894185073
6,6,47,2,50,0.98,6,0,0,f,m1~15-v1.tif,f4~42-v1.tif,8.028166540005696
8,6,48,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f2~26-v1.tif,4.795311144449038
7,5,49,2,50,0.98,6,0,-2,f,m4~43-v1.tif,f3~34-v1.tif,4.7716510308170506
7,7,50,2,50,0.98,6,0,0,f,m2~22-v1.tif,f2~25-v1.tif,5.983013489295018
4,9,51,2,50,0.98,6,0,5,m,m1~12-v1.tif,f5~510-v1.tif,5.902377592272468
4,10,52,2,50,0.98,6,0,6,m,m2~26-v1.tif,f5~59-v1.tif,9.031811122289959
5,10,53,2,50,0.98,6,0,5,m,m4~49-v1.tif,f5~510-v1.tif,6.161530490125614
5,7,54,2,50,0.98,6,0,2,m,m4~45-v1.tif,f5~510-v1.tif,7.97712894609819
6,9,55,2,50,0.98,6,0,3,m,m4~44-v1.tif,f4~44-v1.tif,5.73934249821291
9,7,56,2,50,0.98,6,0,-2,f,m4~410-v1.tif,f5~53-v1.tif,6.505016863504228
7,6,57,2,50,0.98,6,0,-1,f,m4~44-v1.tif,f1~11-v1.tif,6.392022931507029
4,3,58,2,50,0.98,6,0,-1,f,m1~12-v1.tif,f2~21-v1.tif,5.741958398414326
5,4,59,2,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~31-v1.tif,8.68328946793276
