reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.147610771420432
5,3,1,2,50,0.98,6,0,-2,f,m2~21-v1.tif,f5~54-v1.tif,4.175912537143495
6,5,2,2,50,0.98,6,0,-1,f,m2~27-v1.tif,f1~12-v1.tif,4.845089451874721
3,5,3,2,50,0.98,6,0,2,m,m1~19-v1.tif,f3~39-v1.tif,4.019516735937103
3,4,4,2,50,0.98,6,0,1,m,m1~17-v1.tif,f1~15-v1.tif,7.0724070566935655
3,1,5,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,5.4613354006666865
5,2,6,2,50,0.98,6,0,-3,f,m2~210-v1.tif,f2~23-v1.tif,5.914130543423193
4,2,7,2,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,4.473471475730967
2,4,8,2,50,0.98,6,0,2,m,m4~42-v1.tif,f5~52-v1.tif,7.500425801692344
6,2,9,2,50,0.98,6,0,-4,f,m5~52-v1.tif,f5~54-v1.tif,5.37756536982284
6,2,10,2,50,0.98,6,0,-4,f,m1~15-v1.tif,f5~56-v1.tif,6.186064641020552
7,2,11,2,50,0.98,6,0,-5,f,m5~56-v1.tif,f3~36-v1.tif,7.931987019504788
8,3,12,2,50,0.98,6,0,-5,f,m1~18-v1.tif,f4~46-v1.tif,7.544593917205878
7,3,13,2,50,0.98,6,0,-4,f,m5~54-v1.tif,f5~54-v1.tif,4.396938483321538
6,1,14,2,50,0.98,6,0,-5,f,m5~52-v1.tif,f1~14-v1.tif,4.726203509960038
8,-1,15,2,50,0.98,6,0,-9,f,m3~32-v1.tif,f5~51-v1.tif,5.90808390863948
4,3,16,2,50,0.98,6,0,-1,f,m2~26-v1.tif,f4~41-v1.tif,5.6591550122517535
5,3,17,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f2~23-v1.tif,6.627351716872578
6,2,18,2,50,0.98,6,0,-4,f,m4~41-v1.tif,f4~42-v1.tif,6.690906582176275
5,3,19,2,50,0.98,6,0,-2,f,m1~13-v1.tif,f5~56-v1.tif,5.764510626735183
7,5,20,2,50,0.98,6,0,-2,f,m5~54-v1.tif,f1~13-v1.tif,4.865821544698868
8,7,21,2,50,0.98,6,0,-1,f,m3~35-v1.tif,f2~21-v1.tif,4.090564962193745
8,8,22,2,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,4.714168944347259
9,9,23,2,50,0.98,6,0,0,f,m1~16-v1.tif,f3~39-v1.tif,5.48150037249672
9,8,24,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~21-v1.tif,5.891353156936157
6,7,25,2,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,4.6224279853314565
5,7,26,2,50,0.98,6,0,2,m,m3~33-v1.tif,f3~33-v1.tif,5.510122988423546
7,4,27,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f4~46-v1.tif,8.107935991243968
7,5,28,2,50,0.98,6,0,-2,f,m1~19-v1.tif,f1~11-v1.tif,4.899442252677392
6,3,29,2,50,0.98,6,0,-3,f,m3~35-v1.tif,f1~13-v1.tif,6.276037708437809
10,5,30,2,50,0.98,6,0,-5,f,m4~43-v1.tif,f5~57-v1.tif,5.4251665140355145
6,5,31,2,50,0.98,6,0,-1,f,m1~12-v1.tif,f3~38-v1.tif,6.290995553915604
6,7,32,2,50,0.98,6,0,1,m,m4~46-v1.tif,f5~57-v1.tif,6.293932474452157
6,5,33,2,50,0.98,6,0,-1,f,m3~36-v1.tif,f3~36-v1.tif,7.841033121832277
9,9,34,2,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,6.3971284034414015
5,8,35,2,50,0.98,6,0,3,m,m4~48-v1.tif,f3~35-v1.tif,6.822270520100517
4,5,36,2,50,0.98,6,0,1,m,m2~24-v1.tif,f2~21-v1.tif,6.407409184758319
4,2,37,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,6.901384669715652
5,1,38,2,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~36-v1.tif,4.429665656899545
2,3,39,2,50,0.98,6,0,1,m,m5~54-v1.tif,f3~31-v1.tif,5.913778523082421
1,4,40,2,50,0.98,6,0,3,m,m5~56-v1.tif,f3~39-v1.tif,4.101378355048583
0,4,41,2,50,0.98,6,0,4,m,m3~34-v1.tif,f5~55-v1.tif,4.248441134017846
2,2,42,2,50,0.98,6,0,0,f,m3~33-v1.tif,f3~34-v1.tif,7.139283399422197
0,0,43,2,50,0.98,6,0,0,f,m2~27-v1.tif,f5~54-v1.tif,5.741589086814367
1,1,44,2,50,0.98,6,0,0,f,m4~49-v1.tif,f2~26-v1.tif,9.41002882191182
3,0,45,2,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~52-v1.tif,9.36447566354542
6,-1,46,2,50,0.98,6,0,-7,f,m4~44-v1.tif,f5~59-v1.tif,5.145379952599879
5,1,47,2,50,0.98,6,0,-4,f,m1~15-v1.tif,f4~42-v1.tif,4.357551414246034
3,1,48,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f2~26-v1.tif,4.11210070766841
2,1,49,2,50,0.98,6,0,-1,f,m4~43-v1.tif,f3~34-v1.tif,4.657743384300176
4,1,50,2,50,0.98,6,0,-3,f,m2~22-v1.tif,f2~25-v1.tif,4.309755463329392
5,1,51,2,50,0.98,6,0,-4,f,m1~12-v1.tif,f5~510-v1.tif,4.794096617891609
3,1,52,2,50,0.98,6,0,-2,f,m2~26-v1.tif,f5~59-v1.tif,5.128116429041442
2,2,53,2,50,0.98,6,0,0,f,m4~49-v1.tif,f5~510-v1.tif,5.924254069499262
3,3,54,2,50,0.98,6,0,0,f,m4~45-v1.tif,f5~510-v1.tif,4.451832717638067
2,2,55,2,50,0.98,6,0,0,f,m4~44-v1.tif,f4~44-v1.tif,9.177143823694536
0,3,56,2,50,0.98,6,0,3,m,m4~410-v1.tif,f5~53-v1.tif,7.103180486486842
4,4,57,2,50,0.98,6,0,0,f,m4~44-v1.tif,f1~11-v1.tif,4.0822235794577955
9,6,58,2,50,0.98,6,0,-3,f,m1~12-v1.tif,f2~21-v1.tif,4.804238023377054
9,4,59,2,50,0.98,6,0,-5,f,m2~29-v1.tif,f3~31-v1.tif,7.377453672146234
