reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,7.990678979923709
11,3,1,2,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,8.06384159408951
8,4,2,2,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,6.465720377804023
8,3,3,2,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~39-v1.tif,7.370016094579463
9,4,4,2,50,0.98,6,0,-5,f,m1~17-v1.tif,f1~15-v1.tif,8.122765443334025
9,2,5,2,50,0.98,6,0,-7,f,m3~36-v1.tif,f3~36-v1.tif,7.473921290522787
11,4,6,2,50,0.98,6,0,-7,f,m2~210-v1.tif,f2~23-v1.tif,4.07277676478263
11,4,7,2,50,0.98,6,0,-7,f,m4~49-v1.tif,f3~32-v1.tif,6.544336534967622
10,6,8,2,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,5.716849524859628
10,3,9,2,50,0.98,6,0,-7,f,m5~52-v1.tif,f5~54-v1.tif,5.028425061303225
6,4,10,2,50,0.98,6,0,-2,f,m1~15-v1.tif,f5~56-v1.tif,7.309523247181058
5,2,11,2,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,4.27441284044752
2,1,12,2,50,0.98,6,0,-1,f,m1~18-v1.tif,f4~46-v1.tif,4.014719435277961
2,1,13,2,50,0.98,6,0,-1,f,m5~54-v1.tif,f5~54-v1.tif,4.352557576006527
0,3,14,2,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,4.129997722469088
0,1,15,2,50,0.98,6,0,1,m,m3~32-v1.tif,f5~51-v1.tif,4.973460525654871
1,2,16,2,50,0.98,6,0,1,m,m2~26-v1.tif,f4~41-v1.tif,5.610684948824669
3,0,17,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f2~23-v1.tif,7.14514249696122
4,-3,18,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f4~42-v1.tif,4.828507344818327
3,2,19,2,50,0.98,6,0,-1,f,m1~13-v1.tif,f5~56-v1.tif,8.499184735269274
2,3,20,2,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,4.748703085057867
1,3,21,2,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,4.375789858263185
1,1,22,2,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,5.4858548636980045
-1,4,23,2,50,0.98,6,0,5,m,m1~16-v1.tif,f3~39-v1.tif,6.861175303367171
1,5,24,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~21-v1.tif,4.215407481965048
1,6,25,2,50,0.98,6,0,5,m,m1~18-v1.tif,f3~38-v1.tif,5.393090885296875
3,11,26,2,50,0.98,6,0,8,m,m3~33-v1.tif,f3~33-v1.tif,8.79882219269441
3,9,27,2,50,0.98,6,0,6,m,m2~24-v1.tif,f4~46-v1.tif,5.681258579296539
0,6,28,2,50,0.98,6,0,6,m,m1~19-v1.tif,f1~11-v1.tif,4.934727635665924
-1,7,29,2,50,0.98,6,0,8,m,m3~35-v1.tif,f1~13-v1.tif,4.685686063108994
0,6,30,2,50,0.98,6,0,6,m,m4~43-v1.tif,f5~57-v1.tif,4.044338825470852
-1,5,31,2,50,0.98,6,0,6,m,m1~12-v1.tif,f3~38-v1.tif,4.041221799303435
-2,7,32,2,50,0.98,6,0,9,m,m4~46-v1.tif,f5~57-v1.tif,5.922346388136498
-4,5,33,2,50,0.98,6,0,9,m,m3~36-v1.tif,f3~36-v1.tif,5.355891034325861
-3,5,34,2,50,0.98,6,0,8,m,m5~53-v1.tif,f4~44-v1.tif,4.609003232191898
0,5,35,2,50,0.98,6,0,5,m,m4~48-v1.tif,f3~35-v1.tif,7.7197426608971345
3,2,36,2,50,0.98,6,0,-1,f,m2~24-v1.tif,f2~21-v1.tif,5.953797619779469
3,2,37,2,50,0.98,6,0,-1,f,m1~18-v1.tif,f3~38-v1.tif,6.520823649243244
3,3,38,2,50,0.98,6,0,0,f,m2~29-v1.tif,f3~36-v1.tif,5.834378134675575
3,5,39,2,50,0.98,6,0,2,m,m5~54-v1.tif,f3~31-v1.tif,7.951002714856403
3,3,40,2,50,0.98,6,0,0,f,m5~56-v1.tif,f3~39-v1.tif,5.777689831488219
3,2,41,2,50,0.98,6,0,-1,f,m3~34-v1.tif,f5~55-v1.tif,5.123725970197331
3,-1,42,2,50,0.98,6,0,-4,f,m3~33-v1.tif,f3~34-v1.tif,4.372448055148732
0,3,43,2,50,0.98,6,0,3,m,m2~27-v1.tif,f5~54-v1.tif,8.265286004079368
-5,5,44,2,50,0.98,6,0,10,m,m4~49-v1.tif,f2~26-v1.tif,4.391077015006255
-2,6,45,2,50,0.98,6,0,8,m,m2~27-v1.tif,f5~52-v1.tif,6.904290184691021
0,5,46,2,50,0.98,6,0,5,m,m4~44-v1.tif,f5~59-v1.tif,4.247934461090412
3,6,47,2,50,0.98,6,0,3,m,m1~15-v1.tif,f4~42-v1.tif,6.769530280108441
4,5,48,2,50,0.98,6,0,1,m,m4~44-v1.tif,f2~26-v1.tif,7.657085276446683
4,6,49,2,50,0.98,6,0,2,m,m4~43-v1.tif,f3~34-v1.tif,5.540256511932177
6,4,50,2,50,0.98,6,0,-2,f,m2~22-v1.tif,f2~25-v1.tif,4.623427406401802
6,4,51,2,50,0.98,6,0,-2,f,m1~12-v1.tif,f5~510-v1.tif,4.171079054096657
5,4,52,2,50,0.98,6,0,-1,f,m2~26-v1.tif,f5~59-v1.tif,4.467584685124515
7,4,53,2,50,0.98,6,0,-3,f,m4~49-v1.tif,f5~510-v1.tif,4.406571171183289
6,3,54,2,50,0.98,6,0,-3,f,m4~45-v1.tif,f5~510-v1.tif,5.303614523818337
6,4,55,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f4~44-v1.tif,4.3742041427372405
6,4,56,2,50,0.98,6,0,-2,f,m4~410-v1.tif,f5~53-v1.tif,6.332161747082905
4,2,57,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f1~11-v1.tif,7.6217994786395575
2,7,58,2,50,0.98,6,0,5,m,m1~12-v1.tif,f2~21-v1.tif,5.539721884341544
2,6,59,2,50,0.98,6,0,4,m,m2~29-v1.tif,f3~31-v1.tif,5.837816266255492
