reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,4.739149177786194
8,4,1,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,4.2760398503915775
8,1,2,2,50,0.98,6,0,-7,f,m2~27-v1.tif,f1~12-v1.tif,5.00302553815566
5,4,3,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f3~39-v1.tif,4.813380252089342
3,7,4,2,50,0.98,6,0,4,m,m1~17-v1.tif,f1~15-v1.tif,8.5950787429206
2,6,5,2,50,0.98,6,0,4,m,m3~36-v1.tif,f3~36-v1.tif,5.17467532630529
4,7,6,2,50,0.98,6,0,3,m,m2~210-v1.tif,f2~23-v1.tif,7.467744184554535
6,6,7,2,50,0.98,6,0,0,f,m4~49-v1.tif,f3~32-v1.tif,5.487548721472054
7,8,8,2,50,0.98,6,0,1,m,m4~42-v1.tif,f5~52-v1.tif,7.624541107418393
7,8,9,2,50,0.98,6,0,1,m,m5~52-v1.tif,f5~54-v1.tif,5.877507886572301
8,9,10,2,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,8.011919186026306
6,6,11,2,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,6.907013627817944
2,3,12,2,50,0.98,6,0,1,m,m1~18-v1.tif,f4~46-v1.tif,6.2019896635093765
1,4,13,2,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,4.327264736191462
0,1,14,2,50,0.98,6,0,1,m,m5~52-v1.tif,f1~14-v1.tif,5.176853975261494
0,0,15,2,50,0.98,6,0,0,f,m3~32-v1.tif,f5~51-v1.tif,5.383308792534882
2,-1,16,2,50,0.98,6,0,-3,f,m2~26-v1.tif,f4~41-v1.tif,6.9764844396531025
0,-1,17,2,50,0.98,6,0,-1,f,m3~32-v1.tif,f2~23-v1.tif,4.281938629455099
3,1,18,2,50,0.98,6,0,-2,f,m4~41-v1.tif,f4~42-v1.tif,5.359088859637582
3,5,19,2,50,0.98,6,0,2,m,m1~13-v1.tif,f5~56-v1.tif,4.099556179668859
3,7,20,2,50,0.98,6,0,4,m,m5~54-v1.tif,f1~13-v1.tif,4.334512513627973
3,8,21,2,50,0.98,6,0,5,m,m3~35-v1.tif,f2~21-v1.tif,9.808134280650982
5,6,22,2,50,0.98,6,0,1,m,m3~33-v1.tif,f2~22-v1.tif,5.846353381897462
4,3,23,2,50,0.98,6,0,-1,f,m1~16-v1.tif,f3~39-v1.tif,4.119007693990693
8,4,24,2,50,0.98,6,0,-4,f,m3~33-v1.tif,f2~21-v1.tif,7.135653506152311
6,2,25,2,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,7.2309197621511965
8,1,26,2,50,0.98,6,0,-7,f,m3~33-v1.tif,f3~33-v1.tif,6.11103958164256
10,1,27,2,50,0.98,6,0,-9,f,m2~24-v1.tif,f4~46-v1.tif,6.19598763785167
10,2,28,2,50,0.98,6,0,-8,f,m1~19-v1.tif,f1~11-v1.tif,7.210908641907016
9,3,29,2,50,0.98,6,0,-6,f,m3~35-v1.tif,f1~13-v1.tif,4.292964484026459
8,7,30,2,50,0.98,6,0,-1,f,m4~43-v1.tif,f5~57-v1.tif,5.00159755880746
7,7,31,2,50,0.98,6,0,0,f,m1~12-v1.tif,f3~38-v1.tif,4.385254042680741
6,6,32,2,50,0.98,6,0,0,f,m4~46-v1.tif,f5~57-v1.tif,9.431040352329259
5,8,33,2,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,5.979702020966706
