reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,0,0,1,50,0.98,6,0,-8,f,m4~41-v1.tif,f5~58-v1.tif,4.329519574536485
8,1,1,1,50,0.98,6,0,-7,f,m2~21-v1.tif,f5~54-v1.tif,7.882072172475411
6,1,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,6.1788710007180185
3,0,3,1,50,0.98,6,0,-3,f,m1~19-v1.tif,f3~39-v1.tif,5.554311761506714
1,0,4,1,50,0.98,6,0,-1,f,m1~17-v1.tif,f1~15-v1.tif,4.109370253100795
1,2,5,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,7.727041454385157
2,2,6,1,50,0.98,6,0,0,f,m2~210-v1.tif,f2~23-v1.tif,7.147753537344274
4,3,7,1,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,4.471278951286293
8,4,8,1,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,7.119950034781464
9,4,9,1,50,0.98,6,0,-5,f,m5~52-v1.tif,f5~54-v1.tif,4.043623770214161
7,5,10,1,50,0.98,6,0,-2,f,m1~15-v1.tif,f5~56-v1.tif,4.343465717629639
5,8,11,1,50,0.98,6,0,3,m,m5~56-v1.tif,f3~36-v1.tif,8.131594480995002
3,11,12,1,50,0.98,6,0,8,m,m1~18-v1.tif,f4~46-v1.tif,6.04275883995297
5,10,13,1,50,0.98,6,0,5,m,m5~54-v1.tif,f5~54-v1.tif,7.344618353716408
4,7,14,1,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,4.924545717629883
7,4,15,1,50,0.98,6,0,-3,f,m3~32-v1.tif,f5~51-v1.tif,5.122635696299074
9,6,16,1,50,0.98,6,0,-3,f,m2~26-v1.tif,f4~41-v1.tif,4.592039163717929
12,6,17,1,50,0.98,6,0,-6,f,m3~32-v1.tif,f2~23-v1.tif,5.739538219476704
13,6,18,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f4~42-v1.tif,5.3031441102895185
12,6,19,1,50,0.98,6,0,-6,f,m1~13-v1.tif,f5~56-v1.tif,7.090963511243696
13,3,20,1,50,0.98,6,0,-10,f,m5~54-v1.tif,f1~13-v1.tif,6.664709612897049
15,3,21,1,50,0.98,6,0,-12,f,m3~35-v1.tif,f2~21-v1.tif,9.419602670865812
13,6,22,1,50,0.98,6,0,-7,f,m3~33-v1.tif,f2~22-v1.tif,5.1960861415805955
12,5,23,1,50,0.98,6,0,-7,f,m1~16-v1.tif,f3~39-v1.tif,6.799715115872919
10,3,24,1,50,0.98,6,0,-7,f,m3~33-v1.tif,f2~21-v1.tif,6.674634113316922
10,2,25,1,50,0.98,6,0,-8,f,m1~18-v1.tif,f3~38-v1.tif,5.374272983030438
8,2,26,1,50,0.98,6,0,-6,f,m3~33-v1.tif,f3~33-v1.tif,6.045051488822934
