reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.509135279434461
5,1,1,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,8.345963131736932
5,4,2,2,50,0.98,6,0,-1,f,m2~27-v1.tif,f1~12-v1.tif,6.296890311069826
4,4,3,2,50,0.98,6,0,0,f,m1~19-v1.tif,f3~39-v1.tif,6.527681983983552
4,8,4,2,50,0.98,6,0,4,m,m1~17-v1.tif,f1~15-v1.tif,7.370164468330503
4,10,5,2,50,0.98,6,0,6,m,m3~36-v1.tif,f3~36-v1.tif,7.057982732356457
3,10,6,2,50,0.98,6,0,7,m,m2~210-v1.tif,f2~23-v1.tif,4.782774190841569
3,13,7,2,50,0.98,6,0,10,m,m4~49-v1.tif,f3~32-v1.tif,4.075688974119495
5,10,8,2,50,0.98,6,0,5,m,m4~42-v1.tif,f5~52-v1.tif,7.392069098362229
4,8,9,2,50,0.98,6,0,4,m,m5~52-v1.tif,f5~54-v1.tif,5.845025869156531
3,6,10,2,50,0.98,6,0,3,m,m1~15-v1.tif,f5~56-v1.tif,5.3591764914722475
4,5,11,2,50,0.98,6,0,1,m,m5~56-v1.tif,f3~36-v1.tif,4.206758319283609
3,5,12,2,50,0.98,6,0,2,m,m1~18-v1.tif,f4~46-v1.tif,7.268488819271676
6,4,13,2,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,4.853274094794248
5,3,14,2,50,0.98,6,0,-2,f,m5~52-v1.tif,f1~14-v1.tif,8.141515502347234
4,7,15,2,50,0.98,6,0,3,m,m3~32-v1.tif,f5~51-v1.tif,7.202674931840244
4,10,16,2,50,0.98,6,0,6,m,m2~26-v1.tif,f4~41-v1.tif,5.135954260356117
6,10,17,2,50,0.98,6,0,4,m,m3~32-v1.tif,f2~23-v1.tif,4.290988029877417
8,8,18,2,50,0.98,6,0,0,f,m4~41-v1.tif,f4~42-v1.tif,4.109128546779335
7,8,19,2,50,0.98,6,0,1,m,m1~13-v1.tif,f5~56-v1.tif,4.003363938602933
7,9,20,2,50,0.98,6,0,2,m,m5~54-v1.tif,f1~13-v1.tif,5.903016506763435
5,8,21,2,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,5.5165951068276105
4,8,22,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~22-v1.tif,4.684776082804922
1,5,23,2,50,0.98,6,0,4,m,m1~16-v1.tif,f3~39-v1.tif,4.252226885482108
3,7,24,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~21-v1.tif,5.920333662185165
4,8,25,2,50,0.98,6,0,4,m,m1~18-v1.tif,f3~38-v1.tif,5.233493757465693
2,6,26,2,50,0.98,6,0,4,m,m3~33-v1.tif,f3~33-v1.tif,7.281142909790897
3,6,27,2,50,0.98,6,0,3,m,m2~24-v1.tif,f4~46-v1.tif,6.64949589916229
2,9,28,2,50,0.98,6,0,7,m,m1~19-v1.tif,f1~11-v1.tif,7.1244695043672355
3,9,29,2,50,0.98,6,0,6,m,m3~35-v1.tif,f1~13-v1.tif,8.704158303830031
1,10,30,2,50,0.98,6,0,9,m,m4~43-v1.tif,f5~57-v1.tif,5.876531287943066
0,9,31,2,50,0.98,6,0,9,m,m1~12-v1.tif,f3~38-v1.tif,4.283417374185731
-2,7,32,2,50,0.98,6,0,9,m,m4~46-v1.tif,f5~57-v1.tif,4.032286416050752
-1,2,33,2,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,5.7988539795743765
-2,4,34,2,50,0.98,6,0,6,m,m5~53-v1.tif,f4~44-v1.tif,4.804478086598402
-1,4,35,2,50,0.98,6,0,5,m,m4~48-v1.tif,f3~35-v1.tif,5.568744650422099
1,4,36,2,50,0.98,6,0,3,m,m2~24-v1.tif,f2~21-v1.tif,6.844915433821143
3,8,37,2,50,0.98,6,0,5,m,m1~18-v1.tif,f3~38-v1.tif,4.218104348589852
2,5,38,2,50,0.98,6,0,3,m,m2~29-v1.tif,f3~36-v1.tif,5.159908358175517
2,2,39,2,50,0.98,6,0,0,f,m5~54-v1.tif,f3~31-v1.tif,5.067799507060366
4,3,40,2,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~39-v1.tif,6.167641111755243
5,4,41,2,50,0.98,6,0,-1,f,m3~34-v1.tif,f5~55-v1.tif,4.074117307407003
7,1,42,2,50,0.98,6,0,-6,f,m3~33-v1.tif,f3~34-v1.tif,5.000844205848461
8,0,43,2,50,0.98,6,0,-8,f,m2~27-v1.tif,f5~54-v1.tif,6.275164281167717
7,-1,44,2,50,0.98,6,0,-8,f,m4~49-v1.tif,f2~26-v1.tif,4.114318176192419
10,2,45,2,50,0.98,6,0,-8,f,m2~27-v1.tif,f5~52-v1.tif,5.683409641490242
10,3,46,2,50,0.98,6,0,-7,f,m4~44-v1.tif,f5~59-v1.tif,7.680551918716471
7,7,47,2,50,0.98,6,0,0,f,m1~15-v1.tif,f4~42-v1.tif,5.1961684119722875
9,8,48,2,50,0.98,6,0,-1,f,m4~44-v1.tif,f2~26-v1.tif,4.243283517392402
