reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,0,0,1,50,0.98,6,0,-8,f,m4~41-v1.tif,f5~58-v1.tif,6.189798242290541
6,1,1,1,50,0.98,6,0,-5,f,m2~21-v1.tif,f5~54-v1.tif,5.251637911858544
9,1,2,1,50,0.98,6,0,-8,f,m2~27-v1.tif,f1~12-v1.tif,7.259517102699908
9,1,3,1,50,0.98,6,0,-8,f,m1~19-v1.tif,f3~39-v1.tif,8.062386180865051
11,4,4,1,50,0.98,6,0,-7,f,m1~17-v1.tif,f1~15-v1.tif,6.5769005037875345
14,4,5,1,50,0.98,6,0,-10,f,m3~36-v1.tif,f3~36-v1.tif,5.749469591843798
12,3,6,1,50,0.98,6,0,-9,f,m2~210-v1.tif,f2~23-v1.tif,5.4071214448539395
11,3,7,1,50,0.98,6,0,-8,f,m4~49-v1.tif,f3~32-v1.tif,7.470957695445276
12,2,8,1,50,0.98,6,0,-10,f,m4~42-v1.tif,f5~52-v1.tif,4.442157033515471
11,2,9,1,50,0.98,6,0,-9,f,m5~52-v1.tif,f5~54-v1.tif,8.496875258145877
10,1,10,1,50,0.98,6,0,-9,f,m1~15-v1.tif,f5~56-v1.tif,6.978210909897451
7,2,11,1,50,0.98,6,0,-5,f,m5~56-v1.tif,f3~36-v1.tif,4.984741588237597
7,2,12,1,50,0.98,6,0,-5,f,m1~18-v1.tif,f4~46-v1.tif,6.025631355601938
4,2,13,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,5.227708919521907
2,5,14,1,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,5.952699376308896
3,7,15,1,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,6.84511071804307
1,6,16,1,50,0.98,6,0,5,m,m2~26-v1.tif,f4~41-v1.tif,8.231237314023016
2,7,17,1,50,0.98,6,0,5,m,m3~32-v1.tif,f2~23-v1.tif,8.900342966104791
1,6,18,1,50,0.98,6,0,5,m,m4~41-v1.tif,f4~42-v1.tif,5.057089447336953
2,7,19,1,50,0.98,6,0,5,m,m1~13-v1.tif,f5~56-v1.tif,4.332615362334123
4,5,20,1,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,7.0281188753369115
3,5,21,1,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,4.984395267477733
-2,2,22,1,50,0.98,6,0,4,m,m3~33-v1.tif,f2~22-v1.tif,6.32680997963996
1,7,23,1,50,0.98,6,0,6,m,m1~16-v1.tif,f3~39-v1.tif,7.813620133838285
2,4,24,1,50,0.98,6,0,2,m,m3~33-v1.tif,f2~21-v1.tif,4.386310959543005
4,2,25,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,4.346653518304454
6,1,26,1,50,0.98,6,0,-5,f,m3~33-v1.tif,f3~33-v1.tif,4.769739049750777
