reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,6.423892156678855
8,3,1,1,50,0.98,6,0,-5,f,m2~21-v1.tif,f5~54-v1.tif,4.130558903853796
6,4,2,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,7.768012354337185
8,4,3,1,50,0.98,6,0,-4,f,m1~19-v1.tif,f3~39-v1.tif,5.858683521435667
9,5,4,1,50,0.98,6,0,-4,f,m1~17-v1.tif,f1~15-v1.tif,6.093222510703127
8,1,5,1,50,0.98,6,0,-7,f,m3~36-v1.tif,f3~36-v1.tif,6.651364577754022
7,1,6,1,50,0.98,6,0,-6,f,m2~210-v1.tif,f2~23-v1.tif,9.178954962559661
6,-1,7,1,50,0.98,6,0,-7,f,m4~49-v1.tif,f3~32-v1.tif,5.06118104341196
5,3,8,1,50,0.98,6,0,-2,f,m4~42-v1.tif,f5~52-v1.tif,6.927975796603828
3,1,9,1,50,0.98,6,0,-2,f,m5~52-v1.tif,f5~54-v1.tif,4.00052749705879
1,2,10,1,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,4.624575194936992
1,2,11,1,50,0.98,6,0,1,m,m5~56-v1.tif,f3~36-v1.tif,9.267787459610954
0,5,12,1,50,0.98,6,0,5,m,m1~18-v1.tif,f4~46-v1.tif,5.50671936914216
3,3,13,1,50,0.98,6,0,0,f,m5~54-v1.tif,f5~54-v1.tif,5.095583709274178
2,2,14,1,50,0.98,6,0,0,f,m5~52-v1.tif,f1~14-v1.tif,8.394185603872115
1,5,15,1,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,4.656039105313195
-1,3,16,1,50,0.98,6,0,4,m,m2~26-v1.tif,f4~41-v1.tif,9.795784656547152
-3,3,17,1,50,0.98,6,0,6,m,m3~32-v1.tif,f2~23-v1.tif,4.65518228385609
-4,1,18,1,50,0.98,6,0,5,m,m4~41-v1.tif,f4~42-v1.tif,4.624781424543806
-1,2,19,1,50,0.98,6,0,3,m,m1~13-v1.tif,f5~56-v1.tif,5.036881328952236
-1,0,20,1,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,4.144419882463816
1,3,21,1,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,6.061115807116392
0,1,22,1,50,0.98,6,0,1,m,m3~33-v1.tif,f2~22-v1.tif,4.1412749430758975
1,3,23,1,50,0.98,6,0,2,m,m1~16-v1.tif,f3~39-v1.tif,4.205154235852169
5,5,24,1,50,0.98,6,0,0,f,m3~33-v1.tif,f2~21-v1.tif,6.42749201422586
8,4,25,1,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,9.821048703356695
8,6,26,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f3~33-v1.tif,4.025328401873606
8,8,27,1,50,0.98,6,0,0,f,m2~24-v1.tif,f4~46-v1.tif,6.881666491240345
8,12,28,1,50,0.98,6,0,4,m,m1~19-v1.tif,f1~11-v1.tif,4.69920123017362
5,12,29,1,50,0.98,6,0,7,m,m3~35-v1.tif,f1~13-v1.tif,6.916926588696075
4,9,30,1,50,0.98,6,0,5,m,m4~43-v1.tif,f5~57-v1.tif,8.49222021796999
7,9,31,1,50,0.98,6,0,2,m,m1~12-v1.tif,f3~38-v1.tif,6.0197116776836435
