reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,6.978590439683233
6,4,1,1,50,0.98,6,0,-2,f,m2~21-v1.tif,f5~54-v1.tif,5.994832610800935
6,4,2,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,4.402637171217141
4,6,3,1,50,0.98,6,0,2,m,m1~19-v1.tif,f3~39-v1.tif,4.357116324221911
4,9,4,1,50,0.98,6,0,5,m,m1~17-v1.tif,f1~15-v1.tif,9.161996791461071
5,11,5,1,50,0.98,6,0,6,m,m3~36-v1.tif,f3~36-v1.tif,4.1475424612122485
5,9,6,1,50,0.98,6,0,4,m,m2~210-v1.tif,f2~23-v1.tif,8.205730962771035
6,12,7,1,50,0.98,6,0,6,m,m4~49-v1.tif,f3~32-v1.tif,5.561259837315941
4,13,8,1,50,0.98,6,0,9,m,m4~42-v1.tif,f5~52-v1.tif,5.739083646190962
5,10,9,1,50,0.98,6,0,5,m,m5~52-v1.tif,f5~54-v1.tif,4.888749984868847
5,7,10,1,50,0.98,6,0,2,m,m1~15-v1.tif,f5~56-v1.tif,5.948167346580345
5,6,11,1,50,0.98,6,0,1,m,m5~56-v1.tif,f3~36-v1.tif,9.049346352630597
3,6,12,1,50,0.98,6,0,3,m,m1~18-v1.tif,f4~46-v1.tif,7.015771156372363
1,5,13,1,50,0.98,6,0,4,m,m5~54-v1.tif,f5~54-v1.tif,4.132507620416532
2,7,14,1,50,0.98,6,0,5,m,m5~52-v1.tif,f1~14-v1.tif,6.154337805560013
5,9,15,1,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,4.9323541850562735
1,9,16,1,50,0.98,6,0,8,m,m2~26-v1.tif,f4~41-v1.tif,6.48008789226277
2,7,17,1,50,0.98,6,0,5,m,m3~32-v1.tif,f2~23-v1.tif,7.408603546698593
1,6,18,1,50,0.98,6,0,5,m,m4~41-v1.tif,f4~42-v1.tif,5.05049149814651
3,3,19,1,50,0.98,6,0,0,f,m1~13-v1.tif,f5~56-v1.tif,4.6824103496374265
4,2,20,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f1~13-v1.tif,6.3888036760487825
1,4,21,1,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,5.796605529212346
1,3,22,1,50,0.98,6,0,2,m,m3~33-v1.tif,f2~22-v1.tif,6.296236699205513
3,4,23,1,50,0.98,6,0,1,m,m1~16-v1.tif,f3~39-v1.tif,6.786885868277656
4,1,24,1,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~21-v1.tif,5.109772426510926
5,2,25,1,50,0.98,6,0,-3,f,m1~18-v1.tif,f3~38-v1.tif,6.2267383178558475
7,4,26,1,50,0.98,6,0,-3,f,m3~33-v1.tif,f3~33-v1.tif,6.292216257881975
7,4,27,1,50,0.98,6,0,-3,f,m2~24-v1.tif,f4~46-v1.tif,4.9061936604323595
9,4,28,1,50,0.98,6,0,-5,f,m1~19-v1.tif,f1~11-v1.tif,9.789152872102731
9,6,29,1,50,0.98,6,0,-3,f,m3~35-v1.tif,f1~13-v1.tif,7.626580438538006
4,3,30,1,50,0.98,6,0,-1,f,m4~43-v1.tif,f5~57-v1.tif,6.026353039516343
4,2,31,1,50,0.98,6,0,-2,f,m1~12-v1.tif,f3~38-v1.tif,8.213335033114706
4,4,32,1,50,0.98,6,0,0,f,m4~46-v1.tif,f5~57-v1.tif,6.446699987286331
5,2,33,1,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,4.742115871112107
8,4,34,1,50,0.98,6,0,-4,f,m5~53-v1.tif,f4~44-v1.tif,5.077049934292333
9,1,35,1,50,0.98,6,0,-8,f,m4~48-v1.tif,f3~35-v1.tif,6.204922815151329
11,4,36,1,50,0.98,6,0,-7,f,m2~24-v1.tif,f2~21-v1.tif,5.243955200670674
7,5,37,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,9.24905715299587
7,6,38,1,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~36-v1.tif,5.557683150365758
10,7,39,1,50,0.98,6,0,-3,f,m5~54-v1.tif,f3~31-v1.tif,4.051948685296064
10,7,40,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~39-v1.tif,6.752037259078369
8,6,41,1,50,0.98,6,0,-2,f,m3~34-v1.tif,f5~55-v1.tif,4.532631749512872
6,5,42,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f3~34-v1.tif,4.618075852100759
5,3,43,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~54-v1.tif,8.33684341935218
7,2,44,1,50,0.98,6,0,-5,f,m4~49-v1.tif,f2~26-v1.tif,6.324912700657837
6,2,45,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f5~52-v1.tif,5.632694588071145
4,4,46,1,50,0.98,6,0,0,f,m4~44-v1.tif,f5~59-v1.tif,7.27660288713661
3,3,47,1,50,0.98,6,0,0,f,m1~15-v1.tif,f4~42-v1.tif,7.7206701130506605
4,3,48,1,50,0.98,6,0,-1,f,m4~44-v1.tif,f2~26-v1.tif,4.3172149690364945
7,2,49,1,50,0.98,6,0,-5,f,m4~43-v1.tif,f3~34-v1.tif,4.901189978377886
7,2,50,1,50,0.98,6,0,-5,f,m2~22-v1.tif,f2~25-v1.tif,7.064487095110307
8,5,51,1,50,0.98,6,0,-3,f,m1~12-v1.tif,f5~510-v1.tif,4.996161004736712
8,5,52,1,50,0.98,6,0,-3,f,m2~26-v1.tif,f5~59-v1.tif,9.750295180063631
10,9,53,1,50,0.98,6,0,-1,f,m4~49-v1.tif,f5~510-v1.tif,6.30069569986008
9,9,54,1,50,0.98,6,0,0,f,m4~45-v1.tif,f5~510-v1.tif,4.07105622376634
9,7,55,1,50,0.98,6,0,-2,f,m4~44-v1.tif,f4~44-v1.tif,4.091453885540068
5,6,56,1,50,0.98,6,0,1,m,m4~410-v1.tif,f5~53-v1.tif,9.252736055064133
4,5,57,1,50,0.98,6,0,1,m,m4~44-v1.tif,f1~11-v1.tif,5.26256723681895
2,5,58,1,50,0.98,6,0,3,m,m1~12-v1.tif,f2~21-v1.tif,5.879588492866446
1,5,59,1,50,0.98,6,0,4,m,m2~29-v1.tif,f3~31-v1.tif,7.166440794576866
