reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,3,0,1,50,0.98,6,0,-5,f,m4~410-v1.tif,f1~14-v1.tif,4.465564969880608
9,0,1,1,50,0.98,6,0,-9,f,m2~26-v1.tif,f4~46-v1.tif,4.422537047370109
9,-1,2,1,50,0.98,6,0,-10,f,m4~41-v1.tif,f5~510-v1.tif,9.206095137774577
11,-2,3,1,50,0.98,6,0,-13,f,m5~52-v1.tif,f3~35-v1.tif,4.1189526446389735
9,-1,4,1,50,0.98,6,0,-10,f,m2~22-v1.tif,f4~46-v1.tif,4.894652249064494
6,1,5,1,50,0.98,6,0,-5,f,m2~24-v1.tif,f2~25-v1.tif,10.995422582075738
8,0,6,1,50,0.98,6,0,-8,f,m1~16-v1.tif,f1~12-v1.tif,6.356896938574586
6,1,7,1,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~35-v1.tif,12.658320263362995
7,-3,8,1,50,0.98,6,0,-10,f,m2~29-v1.tif,f5~54-v1.tif,4.067073688007514
9,-3,9,1,50,0.98,6,0,-12,f,m3~34-v1.tif,f1~14-v1.tif,7.821471379402761
9,-3,10,1,50,0.98,6,0,-12,f,m4~45-v1.tif,f4~41-v1.tif,11.04035921637494
11,-5,11,1,50,0.98,6,0,-16,f,m4~45-v1.tif,f3~310-v1.tif,5.644845021709063
7,-5,12,1,50,0.98,6,0,-12,f,m1~19-v1.tif,f2~26-v1.tif,8.955215757310754
7,-4,13,1,50,0.98,6,0,-11,f,m4~45-v1.tif,f3~310-v1.tif,4.195772273787699
8,1,14,1,50,0.98,6,0,-7,f,m4~48-v1.tif,f1~11-v1.tif,5.340777973070605
9,3,15,1,50,0.98,6,0,-6,f,m2~210-v1.tif,f5~57-v1.tif,4.685749488797216
9,1,16,1,50,0.98,6,0,-8,f,m4~43-v1.tif,f2~22-v1.tif,13.493515946729694
6,4,17,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~53-v1.tif,6.746116201635232
3,7,18,1,50,0.98,6,0,4,m,m1~15-v1.tif,f3~38-v1.tif,4.052252016901637
4,7,19,1,50,0.98,6,0,3,m,m4~47-v1.tif,f3~37-v1.tif,11.741156059220344
5,6,20,1,50,0.98,6,0,1,m,m2~21-v1.tif,f4~41-v1.tif,5.28497947205575
4,10,21,1,50,0.98,6,0,6,m,m2~29-v1.tif,f2~23-v1.tif,5.479894076718662
1,11,22,1,50,0.98,6,0,10,m,m3~36-v1.tif,f1~12-v1.tif,8.133288627741956
2,10,23,1,50,0.98,6,0,8,m,m2~24-v1.tif,f2~25-v1.tif,6.591849205870016
2,11,24,1,50,0.98,6,0,9,m,m4~45-v1.tif,f3~34-v1.tif,10.173575964883554
3,8,25,1,50,0.98,6,0,5,m,m3~32-v1.tif,f4~41-v1.tif,8.307371515765237
2,7,26,1,50,0.98,6,0,5,m,m3~31-v1.tif,f2~22-v1.tif,5.416570234912555
6,7,27,1,50,0.98,6,0,1,m,m2~210-v1.tif,f4~46-v1.tif,9.28308257979853
5,7,28,1,50,0.98,6,0,2,m,m1~13-v1.tif,f5~53-v1.tif,4.258107954270172
5,9,29,1,50,0.98,6,0,4,m,m3~32-v1.tif,f1~12-v1.tif,7.878329916297378
7,10,30,1,50,0.98,6,0,3,m,m1~15-v1.tif,f3~36-v1.tif,5.815747833650019
5,10,31,1,50,0.98,6,0,5,m,m5~52-v1.tif,f2~26-v1.tif,6.320746993033954
4,9,32,1,50,0.98,6,0,5,m,m5~54-v1.tif,f5~51-v1.tif,4.69544765847902
4,8,33,1,50,0.98,6,0,4,m,m2~210-v1.tif,f5~58-v1.tif,4.104915840674112
6,8,34,1,50,0.98,6,0,2,m,m4~41-v1.tif,f5~55-v1.tif,4.215382997034603
5,8,35,1,50,0.98,6,0,3,m,m3~36-v1.tif,f1~15-v1.tif,7.140396699272586
6,8,36,1,50,0.98,6,0,2,m,m4~43-v1.tif,f1~13-v1.tif,6.8823459262805
6,6,37,1,50,0.98,6,0,0,f,m5~52-v1.tif,f2~25-v1.tif,12.5302498928982
7,5,38,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~33-v1.tif,4.615153724841059
6,3,39,1,50,0.98,6,0,-3,f,m4~46-v1.tif,f5~54-v1.tif,6.0144883887910225
5,2,40,1,50,0.98,6,0,-3,f,m1~13-v1.tif,f3~310-v1.tif,5.773379634798773
2,2,41,1,50,0.98,6,0,0,f,m4~43-v1.tif,f2~21-v1.tif,6.986252332673358
1,2,42,1,50,0.98,6,0,1,m,m1~19-v1.tif,f5~58-v1.tif,6.091587996360551
2,4,43,1,50,0.98,6,0,2,m,m4~410-v1.tif,f1~16-v1.tif,7.830304825404626
4,3,44,1,50,0.98,6,0,-1,f,m4~46-v1.tif,f1~12-v1.tif,5.703529294891476
1,4,45,1,50,0.98,6,0,3,m,m1~18-v1.tif,f5~52-v1.tif,4.425409063639364
1,3,46,1,50,0.98,6,0,2,m,m4~48-v1.tif,f2~26-v1.tif,5.0884009433121395
2,3,47,1,50,0.98,6,0,1,m,m2~210-v1.tif,f4~43-v1.tif,7.396505185740946
4,-1,48,1,50,0.98,6,0,-5,f,m4~45-v1.tif,f4~41-v1.tif,4.501769383825297
6,1,49,1,50,0.98,6,0,-5,f,m2~29-v1.tif,f1~15-v1.tif,4.888664184381406
4,2,50,1,50,0.98,6,0,-2,f,m4~41-v1.tif,f3~31-v1.tif,4.740432334543983
3,3,51,1,50,0.98,6,0,0,f,m3~36-v1.tif,f1~15-v1.tif,4.150890863615632
0,4,52,1,50,0.98,6,0,4,m,m1~19-v1.tif,f1~13-v1.tif,14.624713351001668
2,6,53,1,50,0.98,6,0,4,m,m4~410-v1.tif,f2~26-v1.tif,12.097746630407793
3,5,54,1,50,0.98,6,0,2,m,m1~18-v1.tif,f4~42-v1.tif,12.699012648532825
2,4,55,1,50,0.98,6,0,2,m,m1~14-v1.tif,f3~34-v1.tif,5.035952118056244
4,5,56,1,50,0.98,6,0,1,m,m1~17-v1.tif,f3~310-v1.tif,6.854676107368208
3,3,57,1,50,0.98,6,0,0,f,m5~54-v1.tif,f3~39-v1.tif,5.921081476562694
1,4,58,1,50,0.98,6,0,3,m,m4~48-v1.tif,f4~43-v1.tif,7.114752380675359
3,2,59,1,50,0.98,6,0,-1,f,m2~24-v1.tif,f1~15-v1.tif,5.943206729128681
3,3,60,1,50,0.98,6,0,0,f,m1~19-v1.tif,f3~33-v1.tif,4.787168606802309
4,5,61,1,50,0.98,6,0,1,m,m4~45-v1.tif,f4~46-v1.tif,4.91231392814233
7,3,62,1,50,0.98,6,0,-4,f,m4~47-v1.tif,f3~32-v1.tif,7.883678943419753
8,5,63,1,50,0.98,6,0,-3,f,m3~31-v1.tif,f5~55-v1.tif,5.8307311110988955
8,4,64,1,50,0.98,6,0,-4,f,m1~15-v1.tif,f5~51-v1.tif,4.043357268404131
9,3,65,1,50,0.98,6,0,-6,f,m1~13-v1.tif,f2~22-v1.tif,5.877592554988488
9,2,66,1,50,0.98,6,0,-7,f,m3~32-v1.tif,f3~34-v1.tif,5.805793315262588
7,2,67,1,50,0.98,6,0,-5,f,m4~47-v1.tif,f5~54-v1.tif,7.820013302206983
6,1,68,1,50,0.98,6,0,-5,f,m5~54-v1.tif,f5~57-v1.tif,5.914782137047856
3,3,69,1,50,0.98,6,0,0,f,m1~17-v1.tif,f4~41-v1.tif,6.007518875370073
