reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,4.120537526704373
4,2,1,2,50,0.98,6,0,-2,f,m2~21-v1.tif,f5~54-v1.tif,6.358811490946489
4,3,2,2,50,0.98,6,0,-1,f,m2~27-v1.tif,f1~12-v1.tif,4.8820700613304195
2,3,3,2,50,0.98,6,0,1,m,m1~19-v1.tif,f3~39-v1.tif,9.68129919245371
5,3,4,2,50,0.98,6,0,-2,f,m1~17-v1.tif,f1~15-v1.tif,4.588360464003223
6,3,5,2,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,5.30004323150609
5,0,6,2,50,0.98,6,0,-5,f,m2~210-v1.tif,f2~23-v1.tif,4.284470433457004
5,2,7,2,50,0.98,6,0,-3,f,m4~49-v1.tif,f3~32-v1.tif,4.978067121427581
4,2,8,2,50,0.98,6,0,-2,f,m4~42-v1.tif,f5~52-v1.tif,9.179818889070328
4,-2,9,2,50,0.98,6,0,-6,f,m5~52-v1.tif,f5~54-v1.tif,5.949151540239445
4,-2,10,2,50,0.98,6,0,-6,f,m1~15-v1.tif,f5~56-v1.tif,4.853050416656767
6,0,11,2,50,0.98,6,0,-6,f,m5~56-v1.tif,f3~36-v1.tif,4.525613992947038
4,1,12,2,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,5.298972080882873
3,6,13,2,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,5.6117440229273985
6,2,14,2,50,0.98,6,0,-4,f,m5~52-v1.tif,f1~14-v1.tif,7.129519126336462
8,3,15,2,50,0.98,6,0,-5,f,m3~32-v1.tif,f5~51-v1.tif,6.486635278909809
7,1,16,2,50,0.98,6,0,-6,f,m2~26-v1.tif,f4~41-v1.tif,4.639459018712392
7,2,17,2,50,0.98,6,0,-5,f,m3~32-v1.tif,f2~23-v1.tif,4.545738626725013
5,4,18,2,50,0.98,6,0,-1,f,m4~41-v1.tif,f4~42-v1.tif,4.634260767642869
6,3,19,2,50,0.98,6,0,-3,f,m1~13-v1.tif,f5~56-v1.tif,7.187908232093655
4,5,20,2,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,5.176248246848563
1,1,21,2,50,0.98,6,0,0,f,m3~35-v1.tif,f2~21-v1.tif,6.564148971772215
4,3,22,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~22-v1.tif,6.582111764340045
5,3,23,2,50,0.98,6,0,-2,f,m1~16-v1.tif,f3~39-v1.tif,6.910135937921251
6,4,24,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~21-v1.tif,6.762489661581782
3,4,25,2,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,5.789046252748797
5,3,26,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f3~33-v1.tif,4.765147034769488
3,7,27,2,50,0.98,6,0,4,m,m2~24-v1.tif,f4~46-v1.tif,4.932455481538785
2,10,28,2,50,0.98,6,0,8,m,m1~19-v1.tif,f1~11-v1.tif,4.824227939830718
-1,11,29,2,50,0.98,6,0,12,m,m3~35-v1.tif,f1~13-v1.tif,4.81577882621503
0,12,30,2,50,0.98,6,0,12,m,m4~43-v1.tif,f5~57-v1.tif,6.700798110101199
3,11,31,2,50,0.98,6,0,8,m,m1~12-v1.tif,f3~38-v1.tif,4.705663666174091
3,6,32,2,50,0.98,6,0,3,m,m4~46-v1.tif,f5~57-v1.tif,4.673859338592532
3,7,33,2,50,0.98,6,0,4,m,m3~36-v1.tif,f3~36-v1.tif,4.886749794405834
3,8,34,2,50,0.98,6,0,5,m,m5~53-v1.tif,f4~44-v1.tif,9.866355580892392
3,8,35,2,50,0.98,6,0,5,m,m4~48-v1.tif,f3~35-v1.tif,4.778730165685213
7,5,36,2,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,7.159642143360472
5,8,37,2,50,0.98,6,0,3,m,m1~18-v1.tif,f3~38-v1.tif,6.240201932141969
4,8,38,2,50,0.98,6,0,4,m,m2~29-v1.tif,f3~36-v1.tif,6.070239139987104
5,7,39,2,50,0.98,6,0,2,m,m5~54-v1.tif,f3~31-v1.tif,6.67161388849945
4,8,40,2,50,0.98,6,0,4,m,m5~56-v1.tif,f3~39-v1.tif,8.151768975182105
6,7,41,2,50,0.98,6,0,1,m,m3~34-v1.tif,f5~55-v1.tif,4.637727891212547
5,6,42,2,50,0.98,6,0,1,m,m3~33-v1.tif,f3~34-v1.tif,5.251589458141712
