stim_onset, stim_duration, trial_type, rt, accuracy
3.911444499954086496e-02	1.481110601000182214e+00	0.000000000000000000e+00	nan	nan
9.614524571999936597e+00	1.488823556999705033e+00	1.000000000000000000e+00	6.137491569998019258e-01	1.000000000000000000e+00
1.689677103699978034e+01	1.486314650999702280e+00	2.000000000000000000e+00	6.011062099996706820e-01	1.000000000000000000e+00
2.263675338899975031e+01	1.491542724000282760e+00	3.000000000000000000e+00	3.478767999995397986e-01	1.000000000000000000e+00
3.069915506399956939e+01	1.494429936999949859e+00	4.000000000000000000e+00	4.134893609998471220e-01	1.000000000000000000e+00
3.748365047900006175e+01	1.492391162999410881e+00	5.000000000000000000e+00	4.088250889999471838e-01	1.000000000000000000e+00
4.317571034699994925e+01	1.491633696999997483e+00	6.000000000000000000e+00	3.813013489998411387e-01	1.000000000000000000e+00
5.165405774499959080e+01	1.486232940000263625e+00	7.000000000000000000e+00	3.964539159997002571e-01	1.000000000000000000e+00
5.744599452599959477e+01	1.493834709000111616e+00	8.000000000000000000e+00	nan	nan
6.360819682799956354e+01	1.498307350000686711e+00	9.000000000000000000e+00	3.517217449998497614e-01	1.000000000000000000e+00
6.950761152999984915e+01	1.480273051999574818e+00	1.000000000000000000e+01	4.303467319996343576e-01	0.000000000000000000e+00
7.581852393099961773e+01	1.495117365000623977e+00	1.100000000000000000e+01	4.969527309995100950e-01	0.000000000000000000e+00
